Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,LmpryNight,LmpryCombined,BTrout,Chum,Pink,TempC
Lower Granite,2017-05-21,Sp,629,53,2,1,,,,,,,,,,,11.9
Lower Granite,2017-05-22,Sp,646,48,3,1,,,,,,,,,,,12.4
Lower Granite,2017-05-23,Sp,373,58,3,2,,,,,,,,,,,12.9
Lower Granite,2017-05-24,Sp,722,113,7,2,,,,,,,,,,,13.4
Lower Granite,2017-05-25,Sp,582,76,1,1,,,,,,,,,,,13.3
Lower Granite,2017-05-26,Sp,434,92,2,2,,,,,,,,,,,12.5
Lower Granite,2017-05-27,Sp,318,84,2,1,,,,,,,,,,,11.8
Lower Granite,2017-05-28,Sp,302,116,1,,,,,,,,,,,,12
Lower Granite,2017-05-29,Sp,617,212,,,,,,,,,,,,,12.4
Lower Granite,2017-05-30,Sp,1361,488,2,1,,,,,,,,,,,13
Lower Granite,2017-05-31,Sp,1676,600,4,4,,,,,,,,,,,13.4
Lower Granite,2017-06-01,Sp,1080,374,1,1,,,,,,,,,,,13.4
Lower Granite,2017-06-02,Sp,868,406,2,2,,,,,,,,,,,13.4
Lower Granite,2017-06-03,Sp,631,367,1,1,,,,,,,,,,,13.1
Lower Granite,2017-06-04,Sp,851,466,1,1,,,,,,,,,,,13.3
Lower Granite,2017-06-05,Sp,492,317,,,,,,,,,,,,,13.5
Lower Granite,2017-06-06,Sp,706,342,1,1,,,,,,,,,,,13.8
Lower Granite,2017-06-07,Sp,944,365,1,1,,,,,,,,,,,14
Lower Granite,2017-06-08,Sp,1420,486,,,,,,,,,,,,,14.4
Lower Granite,2017-06-09,Sp,1156,384,1,1,,,,,,,,,,,14.5
Lower Granite,2017-06-10,Sp,1314,436,,,,,,,,,,,,,14.2
Lower Granite,2017-06-11,Sp,1388,455,1,1,,,,,,,,,,,13.9
Lower Granite,2017-06-12,Sp,1501,402,,,,,,,,,,,,,13.8
Lower Granite,2017-06-13,Sp,1516,424,,,,,,,,,,,,,13.8
Lower Granite,2017-06-14,Sp,1056,281,,,,,,,,,,,,,14
Lower Granite,2017-06-15,Sp,1224,294,,,,,,,,,,,,,13.8
Lower Granite,2017-06-16,Sp,694,188,,,,,,,,,,,,,13.4
Lower Granite,2017-06-17,Sp,749,196,,,,,,1,,,,,,,13.5
Lower Granite,2017-06-18,Su,620,203,,,,,,,,,,,,,14.2
Lower Granite,2017-06-19,Su,361,155,,,,,,1,,1,1,,,,14.7
Lower Granite,2017-06-20,Su,336,107,,,,,,7,,,,,,,15.3
Lower Granite,2017-06-21,Su,503,190,1,1,,,,7,,,,,,,15.8
Lower Granite,2017-06-22,Su,643,167,,,,,,4,,1,1,,,,16.2
Lower Granite,2017-06-23,Su,452,152,,,,,,5,,,,,,,16.5
Lower Granite,2017-06-24,Su,367,172,,,,,,13,,,,,,,16.5
Lower Granite,2017-06-25,Su,163,121,,,,,,8,,,,,,,16.5
Lower Granite,2017-06-26,Su,120,94,1,1,,,,8,,,,,,,16.6
Lower Granite,2017-06-27,Su,127,92,,,,,,42,,,,,,,16.9
Lower Granite,2017-06-28,Su,140,90,,,1,,,58,,,,,,,17.3
Lower Granite,2017-06-29,Su,161,109,,,1,,,130,,1,1,,,,17.7
Lower Granite,2017-06-30,Su,642,229,4,4,5,,,170,,,,,,,18.1
Lower Granite,2017-07-01,Su,494,179,4,4,2,,,460,,,,,,,18.3
Lower Granite,2017-07-02,Su,200,96,2,2,4,,,652,1,1,2,,,,18.3
Lower Granite,2017-07-03,Su,178,98,5,1,8,,,814,,2,2,,,,18.5
Lower Granite,2017-07-04,Su,217,118,3,1,14,,,1018,,3,3,,,,18.8
Lower Granite,2017-07-05,Su,179,82,2,,8,,,1096,1,4,5,,,,19.1
Lower Granite,2017-07-06,Su,257,85,2,1,6,,,1657,,2,2,,,,19.3
Lower Granite,2017-07-07,Su,125,42,3,2,11,,,1252,,4,4,,,,19.4
Lower Granite,2017-07-08,Su,184,88,9,4,7,,,972,,6,6,,,,19.7
Lower Granite,2017-07-09,Su,192,59,6,5,16,,,917,,1,1,,,,19.9
Lower Granite,2017-07-10,Su,151,55,,,16,,,1312,,5,5,,,,20
Lower Granite,2017-07-11,Su,145,97,7,1,24,,,1140,,11,11,,,,20.3
Lower Granite,2017-07-12,Su,132,70,1,,12,,,1178,-1,15,14,,,,20.2
Lower Granite,2017-07-13,Su,107,54,4,2,11,,,1082,5,27,32,,,,20.2
Lower Granite,2017-07-14,Su,89,43,7,6,8,,,1021,,19,19,,,,20.1
Lower Granite,2017-07-15,Su,125,54,6,5,14,,,1097,6,41,47,,,,20
Lower Granite,2017-07-16,Su,78,49,8,7,11,,,498,5,39,44,,,,20
Lower Granite,2017-07-17,Su,137,58,12,10,10,,,1561,4,52,56,,,,20.4
Lower Granite,2017-07-18,Su,102,46,11,7,8,,,1330,11,62,73,,,,20.2
Lower Granite,2017-07-19,Su,73,28,4,2,8,,,1130,19,94,113,,,,20
Lower Granite,2017-07-20,Su,128,35,9,5,4,,,806,10,70,80,,,,19.8
Lower Granite,2017-07-21,Su,85,34,23,19,4,,,695,12,63,75,,,,19.9
Lower Granite,2017-07-22,Su,76,41,10,5,6,,,707,10,61,71,,,,19.9
Lower Granite,2017-07-23,Su,102,30,25,13,4,,,571,10,58,68,,,,19.9
Lower Granite,2017-07-24,Su,65,22,14,12,1,,,700,8,76,84,,,,19.8
Lower Granite,2017-07-25,Su,53,22,14,10,1,,,434,13,73,86,,,,19.7
Lower Granite,2017-07-26,Su,48,23,13,7,,,,518,14,51,65,,,,19.8
Lower Granite,2017-07-27,Su,47,5,19,7,,,,366,11,82,93,,,,19.8
Lower Granite,2017-07-28,Su,28,18,15,13,,,,275,13,62,75,,,,19.8
Lower Granite,2017-07-29,Su,37,10,11,10,,,,244,6,52,58,,,,19.8
Lower Granite,2017-07-30,Su,31,16,18,11,,,,187,13,61,74,,,,19.9
Lower Granite,2017-07-31,Su,38,13,15,14,,,,247,6,56,62,,,,20.1
Lower Granite,2017-08-01,Su,42,12,10,8,,,,250,8,59,67,,,,20.2
Lower Granite,2017-08-02,Su,44,2,12,10,,,,91,8,56,64,,,,20.3
Lower Granite,2017-08-03,Su,47,7,15,13,,,,168,8,71,79,,,,20.3
Lower Granite,2017-08-04,Su,37,7,17,11,,,,256,12,44,56,,,,20.5
Lower Granite,2017-08-05,Su,29,6,13,7,,,,155,4,55,59,,,,20.3
Lower Granite,2017-08-06,Su,29,6,4,2,,,,104,8,34,42,,,,20.3
Lower Granite,2017-08-07,Su,20,6,7,5,1,1,,274,8,35,43,,,,20.6
Lower Granite,2017-08-08,Su,32,4,11,6,,,,234,6,44,50,,,,20.7
Lower Granite,2017-08-09,Su,25,1,7,,,,,150,8,49,57,,,,20.6
Lower Granite,2017-08-10,Su,14,1,8,4,,,,76,4,25,29,,,,20.4
Lower Granite,2017-08-11,Su,17,1,5,4,,,,47,4,29,33,,,,20.2
Lower Granite,2017-08-12,Su,17,2,2,1,,,,52,6,17,23,,,,19.9
Lower Granite,2017-08-13,Su,11,,6,4,,,,25,6,43,49,,,,19.6
Lower Granite,2017-08-14,Su,10,2,8,7,,,,23,7,24,31,,,,19
Lower Granite,2017-08-15,Su,10,8,12,7,,,,82,4,29,33,,,,19.1
Lower Granite,2017-08-16,Su,14,5,13,11,,,,58,1,28,29,,,,19.3
Lower Granite,2017-08-17,Su,16,6,20,14,,,,47,6,32,38,,,,19.1
Lower Granite,2017-08-18,Fa,24,7,13,6,,,,53,1,35,36,,,,19.3
Lower Granite,2017-08-19,Fa,34,4,11,6,,,,47,4,19,23,,,,19.1
Lower Granite,2017-08-20,Fa,11,2,12,8,,,,68,6,32,38,,,,19.4
Lower Granite,2017-08-21,Fa,20,5,9,4,,,,43,1,22,23,,,,19.9
Lower Granite,2017-08-22,Fa,35,7,10,4,,,,6,4,39,43,,,,20.4
Lower Granite,2017-08-23,Fa,28,8,11,5,,,,20,2,27,29,,,,20.3
Lower Granite,2017-08-24,Fa,41,5,17,7,,,,14,1,27,28,,,,19.6
Lower Granite,2017-08-25,Fa,53,10,26,19,,,,12,2,16,18,,,,19.3
Lower Granite,2017-08-26,Fa,80,10,19,12,1,,,14,1,23,24,,,,19.6
Lower Granite,2017-08-27,Fa,108,17,27,14,,,,2,4,28,32,,,,19.8
Lower Granite,2017-08-28,Fa,102,22,22,17,,,,-2,,33,33,,,,20.1
Lower Granite,2017-08-29,Fa,143,12,22,14,,,,4,2,39,41,,,,20.1
Lower Granite,2017-08-30,Fa,100,17,33,19,,-1,,6,1,33,34,,,,19.7
Lower Granite,2017-08-31,Fa,62,4,35,13,,,,1,1,31,32,,,,19.2
Lower Granite,2017-09-01,Fa,77,18,41,19,,,,,4,15,19,,,,19.7
Lower Granite,2017-09-02,Fa,152,23,63,34,,,,,2,15,17,,,,20.4
Lower Granite,2017-09-03,Fa,152,25,36,17,,,,,2,27,29,,,,20.7
Lower Granite,2017-09-04,Fa,139,31,74,36,,,,,1,23,24,,,,20.8
Lower Granite,2017-09-05,Fa,73,28,68,28,,,,,1,29,30,,,,20.9
Lower Granite,2017-09-06,Fa,90,13,42,14,,,,,5,19,24,,,,20.9
Lower Granite,2017-09-07,Fa,108,13,50,22,,,,,,18,18,,,,20.7
Lower Granite,2017-09-08,Fa,144,20,38,19,,,,,2,20,22,,,,20.5
Lower Granite,2017-09-09,Fa,600,74,63,25,,,,,2,15,17,,,,20.1
Lower Granite,2017-09-10,Fa,600,78,173,65,,-1,,,,21,21,,,,19.9
Lower Granite,2017-09-11,Fa,235,46,102,37,,1,,,1,21,22,,,,20.3
Lower Granite,2017-09-12,Fa,541,96,155,49,,,,,,20,20,,,,20.6
Lower Granite,2017-09-13,Fa,304,80,225,77,,,,,-1,12,11,,,,
Lower Granite,2017-09-14,Fa,310,95,253,62,,,,,2,16,18,,,,
Lower Granite,2017-09-15,Fa,346,122,208,74,,,,,-1,12,11,,,,
Lower Granite,2017-09-16,Fa,514,124,328,92,,,,,,12,12,,,,
Lower Granite,2017-09-17,Fa,684,199,420,124,,1,,,-1,15,14,,,,
Lower Granite,2017-09-18,Fa,562,144,310,71,,4,,,1,13,14,,,,
Lower Granite,2017-09-19,Fa,946,170,501,116,,2,,,,7,7,,,,
Lower Granite,2017-09-20,Fa,1151,169,483,103,,4,,,4,6,10,,,,
Lower Granite,2017-09-21,Fa,1375,256,608,152,,12,2,,4,3,7,,,,
Lower Granite,2017-09-22,Fa,1726,340,1090,206,,34,1,,1,2,3,,,,
Lower Granite,2017-09-23,Fa,1114,252,1191,242,,46,1,,1,-3,-2,,,,
Lower Granite,2017-09-24,Fa,1500,336,1630,274,,65,2,,,2,2,,,,
Lower Granite,2017-09-25,Fa,979,266,1554,246,,80,2,,,-2,-2,,,,
Lower Granite,2017-09-26,Fa,686,254,1549,252,1,128,13,,,3,3,,,,
Lower Granite,2017-09-27,Fa,786,203,1756,308,,163,4,,-1,,-1,,,,
Lower Granite,2017-09-28,Fa,692,196,2075,318,,196,2,,1,3,4,,,,
Lower Granite,2017-09-29,Fa,840,196,2270,330,-1,216,17,,,1,1,,,,
Lower Granite,2017-09-30,Fa,985,202,3231,545,1,268,14,,1,5,6,,,,
Lower Granite,2017-10-01,Fa,940,175,4165,677,,353,23,,,,,,,,
Lower Granite,2017-10-02,Fa,569,166,3086,439,,392,26,,,,,,,,
Lower Granite,2017-10-03,Fa,510,150,2765,400,,407,8,,1,,1,,,,
Lower Granite,2017-10-04,Fa,524,125,3100,443,,503,25,,,,,,,,
Lower Granite,2017-10-05,Fa,374,96,2185,269,,349,31,,,,,,,,
Lower Granite,2017-10-06,Fa,448,166,2761,398,,484,36,,,,,,,,
Lower Granite,2017-10-07,Fa,386,142,3168,492,,521,47,,2,,2,,,,
Lower Granite,2017-10-08,Fa,385,132,2709,346,,379,28,,,,,,,,
Lower Granite,2017-10-09,Fa,329,102,2233,325,,361,40,,,,,,,,
Lower Granite,2017-10-10,Fa,283,94,2340,299,,392,61,,,,,,,,
Lower Granite,2017-10-11,Fa,238,100,2058,312,,462,48,,-1,,-1,,,,
Lower Granite,2017-10-12,Fa,218,61,1322,180,,251,29,,-1,,-1,,,,
Lower Granite,2017-10-13,Fa,82,46,606,78,,55,4,,,,,,,,
Lower Granite,2017-10-14,Fa,198,80,1121,180,,138,7,,,,,,,,
Lower Granite,2017-10-15,Fa,136,90,1240,224,,170,11,,,,,,,,
Lower Granite,2017-10-16,Fa,92,55,847,116,,128,7,,,,,,,,
Lower Granite,2017-10-17,Fa,89,47,732,119,,115,16,,,,,,,,
Lower Granite,2017-10-18,Fa,138,82,924,118,,149,13,,-1,,-1,,,,
Lower Granite,2017-10-19,Fa,53,40,528,83,,80,1,,,,,,,,
Lower Granite,2017-10-20,Fa,67,43,528,84,,144,16,,,,,,,,
Lower Granite,2017-10-21,Fa,68,30,613,83,,82,5,,,,,,,,
Lower Granite,2017-10-22,Fa,121,25,694,94,,114,8,,,,,,,,
Lower Granite,2017-10-23,Fa,56,29,437,84,,73,2,,,,,,,,
Lower Granite,2017-10-24,Fa,85,36,543,73,,82,5,,,,,,,,
Lower Granite,2017-10-25,Fa,74,23,444,55,,90,,,,,,,,,
Lower Granite,2017-10-26,Fa,68,37,447,73,,67,2,,,,,,,,
Lower Granite,2017-10-27,Fa,68,31,448,74,,36,6,,,,,,,,
Lower Granite,2017-10-28,Fa,70,46,603,119,,48,4,,,,,,,,
Lower Granite,2017-10-29,Fa,74,30,508,92,,44,2,,,,,,,,
Lower Granite,2017-10-30,Fa,44,31,364,53,,67,2,,,,,,,,
Lower Granite,2017-10-31,Fa,24,8,185,29,,34,4,,,,,,,,
Lower Granite,2017-11-01,Fa,40,24,222,43,,48,6,,,,,,,,
Lower Granite,2017-11-02,Fa,24,16,216,41,,44,7,,,,,,,,
Lower Granite,2017-11-03,Fa,18,8,252,46,,44,9,,,,,,,,
Lower Granite,2017-11-04,Fa,28,13,322,67,,30,5,,,,,,,,
Lower Granite,2017-11-05,Fa,27,13,289,57,,24,4,,,,,,,,
Lower Granite,2017-11-06,Fa,13,7,189,50,,16,2,,,,,,,,
Lower Granite,2017-11-07,Fa,12,8,132,19,,19,2,,,,,,,,
Lower Granite,2017-11-08,Fa,23,8,86,24,,10,4,,,,,,,,
Lower Granite,2017-11-09,Fa,23,14,179,32,,17,,,,,,,,,
Lower Granite,2017-11-10,Fa,14,7,143,28,,10,,,,,,,,,
Lower Granite,2017-11-11,Fa,15,7,151,30,,14,,,,,,,,,
Lower Granite,2017-11-12,Fa,13,7,191,45,,20,,,,,,,,,
Lower Granite,2017-11-13,Fa,17,13,84,20,,11,,,,,,,,,
Lower Granite,2017-11-14,Fa,9,9,88,20,,5,,,,,,,,,
Lower Granite,2017-11-15,Fa,27,9,133,29,,11,1,,,,,,,,
Lower Granite,2017-11-16,Fa,5,1,34,3,,5,1,,,,,,,,
Lower Granite,2017-11-17,Fa,4,2,38,9,,7,3,,,,,,,,
Lower Granite,2017-11-18,Fa,9,4,55,12,,9,1,,,,,,,,
Lower Granite,2017-11-19,Fa,5,1,87,14,,4,-1,,,,,,,,
Lower Granite,2017-11-20,Fa,2,2,33,7,,8,3,,,,,,,,
Lower Granite,2017-11-21,Fa,3,1,85,25,,4,,,,,,,,,
Lower Granite,2017-11-22,Fa,2,1,127,26,,5,,,,,,,,,
Lower Granite,2017-11-23,Fa,1,2,101,22,,3,,,,,,,,,
Lower Granite,2017-11-24,Fa,1,,145,35,,2,1,,,,,,,,
Lower Granite,2017-11-25,Fa,,1,148,37,,2,,,,,,,,,
Lower Granite,2017-11-26,Fa,,,62,17,,2,,,,,,,,,
Lower Granite,2017-11-27,Fa,6,,121,20,,2,,,,,,,,,
Lower Granite,2017-11-28,Fa,1,,68,14,,1,,,,,,,,,
Lower Granite,2017-11-29,Fa,2,,46,8,,3,,,,,,,,,
Lower Granite,2017-11-30,Fa,3,,50,14,,3,,,,,,,,,
Lower Granite,2017-12-01,Fa,10,1,67,16,,2,,,,,,,,,
Lower Granite,2017-12-02,Fa,2,,93,21,,1,,,,,,,,,
Lower Granite,2017-12-03,Fa,2,,113,37,,2,1,,,,,,,,
Lower Granite,2017-12-04,Fa,4,,54,12,,,,,,,,,,,
Lower Granite,2017-12-05,Fa,-1,,22,5,,,,,,,,,,,
Lower Granite,2017-12-06,Fa,2,,14,3,,,,,,,,,,,
Lower Granite,2017-12-07,Fa,,,19,5,,,,,,,,,,,
Lower Granite,2017-12-08,Fa,,,17,4,,,,,,,,,,,
Lower Granite,2017-12-09,Fa,1,,16,6,,1,,,,,,,,,
Lower Granite,2017-12-10,Fa,,,23,4,,,,,,,,,,,
Lower Granite,2017-12-11,Fa,,,14,2,,,,,,,,,,,
Lower Granite,2017-12-12,Fa,,,13,6,,,,,,,,,,,
Lower Granite,2017-12-13,Fa,,,8,1,,,,,,,,,,,
Lower Granite,2017-12-14,Fa,,,3,,,-1,,,,,,,,,
Lower Granite,2017-12-15,Fa,,,4,,,,,,,,,,,,
Lower Granite,2017-12-16,,,,3,1,,,,,,,,,,,
Lower Granite,2017-12-17,,,,10,5,,,,,,,,,,,
Lower Granite,2017-12-18,,,,3,,,,,,,,,,,,
Lower Granite,2017-12-19,,,,9,3,,,,,,,,,,,
Lower Granite,2017-12-20,,,,13,2,,,,,,,,,,,
Lower Granite,2017-12-21,,,,16,2,,,,,,,,,,,
Lower Granite,2017-12-22,,,,5,4,,1,,,,,,,,,
Lower Granite,2017-12-23,,,,6,2,,,,,,,,,,,
Lower Granite,2017-12-24,,,,6,3,,,,,,,,,,,
Lower Granite,2017-12-25,,,,11,2,,,,,,,,,,,
Lower Granite,2017-12-26,,,,7,2,,,,,,,,,,,
Lower Granite,2017-12-27,,,,7,,,,,,,,,,,,
Lower Granite,2017-12-28,,,,,,,,,,,,,,,,
Lower Granite,2017-12-29,,,,3,2,,,,,,,,,,,
Lower Granite,2017-12-30,,,,6,3,,,,,,,,,,,
Lower Granite,2017-12-31,,,,9,,,,,,,,,,,,
Notes:
Columbia River DART
2017 Adult Passage Daily Counts at Lower Granite
2017-01-01 to 2017-12-31
Generated 24 Aug 2026 23:04:37 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
Lamprey Counts: Historically; DART has only offered daytime counts (fish counting hours 1-16) which were identified as Lamprey but not specified as daytime counts. As of 2025-11-14; where available; DART offers up to three mutually exclusive lamprey counts: daytime fishway ladder counts (hours 1-16); nighttime fishway ladder counts (hours 17-24); and LPS (24 hour count in Lamprey Passage Systems).
'Lamprey are particularly difficult to count in conventional fishways designed to pass and enumerate Pacific Salmon (Oncorhynchus spp.). Lamprey move back and forth in the count station window; spending long periods of time in one place and are more likely to pass at night than salmonids. Further; lamprey use a variety of routes to pass over a dam including the navigation locks; the auxiliary water supply; and specific lamprey passage structures. Due to these life history traits; a variety of passage design improvements (e.g.; lamprey-specific passage structures; Washington Shore ladder redesign; Bradford Island lamprey orifices; serpentine weir rest boxes) and enumeration techniques (e.g.; lamprey optical counters) have and continue to be developed and implemented to improve lamprey passage and enumeration at dams operated and maintained by the U.S. Army Corps of Engineers. In light of the constraints to lamprey passage and enumeration due to their life history; and recognizing the changes that have occurred in the last two decades to improve both measures; it is perhaps most accurate to view the lamprey counts from 2015 as an approximation of passage for the species.' (R. Wertheimer; USACE; personal communication; January 30; 2026)
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
