Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,LmpryNight,LmpryCombined,BTrout,Chum,Pink,TempC
Lower Granite,2024-05-27,Sp,408,171,-1,-1,,,,,,,,,,,11.8
Lower Granite,2024-05-28,Sp,578,271,2,2,,,,,,,,,,,12
Lower Granite,2024-05-29,Sp,700,253,3,1,,,,,,,,,,,12.5
Lower Granite,2024-05-30,Sp,779,278,,,,,,,,,,,,,13.5
Lower Granite,2024-05-31,Sp,747,268,2,2,,,,,,,,,,,14.2
Lower Granite,2024-06-01,Sp,485,210,,,,,,,,,,,,,13.9
Lower Granite,2024-06-02,Sp,196,88,1,1,,,,,,,,,,,13.6
Lower Granite,2024-06-03,Sp,250,192,,,,,,,,,,,,,13.3
Lower Granite,2024-06-04,Sp,266,87,,,,,,,,,,,,,13.1
Lower Granite,2024-06-05,Sp,270,87,1,1,,,,,,,,,,,13.4
Lower Granite,2024-06-06,Sp,442,133,,,,,,,,,,,,,12.4
Lower Granite,2024-06-07,Sp,1316,205,1,1,,,,,,,,,,,12.8
Lower Granite,2024-06-08,Sp,619,155,1,1,,,,,,,,,,,14
Lower Granite,2024-06-09,Sp,530,148,,,,,,,,,,,,,14.7
Lower Granite,2024-06-10,Sp,807,154,1,,,,,,,,,,,,15.2
Lower Granite,2024-06-11,Sp,702,129,,,,,,1,,,,,,,15.3
Lower Granite,2024-06-12,Sp,464,117,,,,,,,,,,,,,15.4
Lower Granite,2024-06-13,Sp,351,107,1,1,,,,,,,,,,,16.2
Lower Granite,2024-06-14,Sp,299,71,,,,,,3,,,,,,,16.3
Lower Granite,2024-06-15,Sp,503,147,3,2,,,,,,,,,,,16.2
Lower Granite,2024-06-16,Sp,392,128,4,3,,,,9,,,,,,,16.1
Lower Granite,2024-06-17,Sp,82,41,1,,,,,9,,,,,,,15.8
Lower Granite,2024-06-18,Su,76,77,1,,,,,13,,-1,-1,,,,15.5
Lower Granite,2024-06-19,Su,61,90,,,,,,12,,,,,,,15.2
Lower Granite,2024-06-20,Su,929,307,2,2,,,,5,,,,,,,14.7
Lower Granite,2024-06-21,Su,753,190,2,2,,,,129,,,,,,,14.5
Lower Granite,2024-06-22,Su,848,219,4,3,,,,195,,,,,,,15
Lower Granite,2024-06-23,Su,654,125,10,3,,,,121,,,,,,,15.5
Lower Granite,2024-06-24,Su,416,160,6,3,3,,,251,,,,,,,16.4
Lower Granite,2024-06-25,Su,432,144,3,2,4,,,474,,1,1,,,,17.2
Lower Granite,2024-06-26,Su,535,132,8,5,1,,,416,1,,1,,,,17.4
Lower Granite,2024-06-27,Su,404,99,11,6,6,,,191,,-1,-1,,,,17.9
Lower Granite,2024-06-28,Su,296,135,17,13,5,,,334,1,-1,,,,,18.3
Lower Granite,2024-06-29,Su,266,135,12,6,9,,,435,1,-1,,,,,18.7
Lower Granite,2024-06-30,Su,245,127,6,3,9,,,762,,1,1,,,,18.9
Lower Granite,2024-07-01,Su,268,152,26,21,9,,,1461,1,,1,,,,18.9
Lower Granite,2024-07-02,Su,315,135,38,31,12,,,1864,-1,,-1,,,,19
Lower Granite,2024-07-03,Su,144,94,27,24,25,,,1258,,,,,,,19.1
Lower Granite,2024-07-04,Su,309,98,40,28,21,,,1500,,,,,,,19.2
Lower Granite,2024-07-05,Su,242,79,43,24,24,,,1458,1,-1,,,,,19.3
Lower Granite,2024-07-06,Su,180,61,37,18,18,,,2160,1,4,5,,,,19
Lower Granite,2024-07-07,Su,148,52,31,18,28,,,2366,1,4,5,,,,18.8
Lower Granite,2024-07-08,Su,128,43,32,23,47,,,2889,3,13,16,,,,18.7
Lower Granite,2024-07-09,Su,115,52,21,17,29,,,2828,7,9,16,,,,18.7
Lower Granite,2024-07-10,Su,113,37,34,24,43,,,2504,3,12,15,,,,18.7
Lower Granite,2024-07-11,Su,89,20,47,35,59,,,1956,2,11,13,,,,18.6
Lower Granite,2024-07-12,Su,107,42,63,36,46,,,1171,1,13,14,,,,19.1
Lower Granite,2024-07-13,Su,132,67,49,29,58,,,970,1,9,10,,,,19.6
Lower Granite,2024-07-14,Su,155,36,60,45,91,,,1116,2,15,17,,,,19.8
Lower Granite,2024-07-15,Su,113,14,74,55,134,,,774,-1,21,20,,,,19.7
Lower Granite,2024-07-16,Su,61,11,42,30,56,,,1003,2,23,25,,,,19.8
Lower Granite,2024-07-17,Su,69,26,43,27,76,,,866,1,18,19,,,,20.3
Lower Granite,2024-07-18,Su,104,15,45,35,112,,,963,5,23,28,,,,20
Lower Granite,2024-07-19,Su,63,19,73,60,159,,,875,3,28,31,,,,19.5
Lower Granite,2024-07-20,Su,39,7,60,38,72,,,755,5,28,33,,,,19.2
Lower Granite,2024-07-21,Su,48,14,41,20,89,,,558,1,30,31,,,,19.2
Lower Granite,2024-07-22,Su,43,27,51,34,130,,,378,8,22,30,,,,19
Lower Granite,2024-07-23,Su,24,7,50,34,107,,,317,4,29,33,,,,18.7
Lower Granite,2024-07-24,Su,32,8,74,44,124,,,335,4,29,33,,,,19
Lower Granite,2024-07-25,Su,62,8,55,46,127,,,320,1,29,30,,,,18.9
Lower Granite,2024-07-26,Su,39,7,156,95,136,,,250,6,54,60,,,,19.6
Lower Granite,2024-07-27,Su,51,3,118,61,119,,,221,4,53,57,,,,19.5
Lower Granite,2024-07-28,Su,52,4,120,71,130,,,269,10,73,83,,,,19.5
Lower Granite,2024-07-29,Su,32,7,89,51,104,,,138,14,47,61,,,,19
Lower Granite,2024-07-30,Su,36,7,65,31,73,,,157,8,43,51,,,,18.9
Lower Granite,2024-07-31,Su,44,6,80,47,50,,,243,6,40,46,,,,18.9
Lower Granite,2024-08-01,Su,57,11,54,32,39,,,212,8,73,81,,,,19.7
Lower Granite,2024-08-02,Su,83,4,79,49,39,,,121,10,78,88,,,,19.8
Lower Granite,2024-08-03,Su,57,3,43,17,54,,,127,10,73,83,,,,20.2
Lower Granite,2024-08-04,Su,77,3,68,39,45,,,118,16,89,105,,,,20.5
Lower Granite,2024-08-05,Su,61,3,36,30,55,,,81,1,55,56,,,,21.3
Lower Granite,2024-08-06,Su,66,6,52,21,23,,,110,9,93,102,,,,21.3
Lower Granite,2024-08-07,Su,119,4,45,26,44,,,156,12,98,110,,,,20.7
Lower Granite,2024-08-08,Su,76,-1,35,17,20,,,32,6,72,78,,,,21.4
Lower Granite,2024-08-09,Su,156,7,82,58,31,,,57,9,49,58,,,,21.3
Lower Granite,2024-08-10,Su,125,2,29,18,20,,,45,11,92,103,,,,20.6
Lower Granite,2024-08-11,Su,114,4,40,23,8,,,9,6,76,82,,,,19.9
Lower Granite,2024-08-12,Su,83,2,38,23,46,,,34,6,52,58,,,,19.5
Lower Granite,2024-08-13,Su,136,8,65,14,10,,,11,6,46,52,,,,19.7
Lower Granite,2024-08-14,Su,194,4,81,28,18,,,20,12,42,54,,,,19.3
Lower Granite,2024-08-15,Su,245,12,76,35,21,,,33,5,25,30,,,,18.8
Lower Granite,2024-08-16,Su,364,21,103,47,2,,,19,5,41,46,,,,18.7
Lower Granite,2024-08-17,Su,265,13,132,58,5,,,17,11,47,58,,,,19.1
Lower Granite,2024-08-18,Fa,294,19,74,31,10,,,18,4,45,49,,,,18.6
Lower Granite,2024-08-19,Fa,149,23,66,31,5,,,49,2,28,30,,,,19
Lower Granite,2024-08-20,Fa,310,40,128,59,6,,,25,9,12,21,,,,19.1
Lower Granite,2024-08-21,Fa,375,36,117,57,7,,,1,5,28,33,,,,19.7
Lower Granite,2024-08-22,Fa,454,58,125,56,9,,,11,7,32,39,,,,19.5
Lower Granite,2024-08-23,Fa,308,29,108,50,4,,,8,4,26,30,,,,19.2
Lower Granite,2024-08-24,Fa,515,38,166,66,3,,,10,10,45,55,,,,19.7
Lower Granite,2024-08-25,Fa,823,80,233,91,10,,,9,5,-3,2,,,,19.3
Lower Granite,2024-08-26,Fa,741,84,176,68,4,,,,3,32,35,,,,19.2
Lower Granite,2024-08-27,Fa,635,82,206,77,5,,,4,1,18,19,,,,19.1
Lower Granite,2024-08-28,Fa,878,111,368,145,4,,,4,8,30,38,,,,18.9
Lower Granite,2024-08-29,Fa,513,93,260,99,2,,,-6,10,17,27,,,,18.8
Lower Granite,2024-08-30,Fa,965,108,272,82,1,,,2,9,26,35,,,,18.7
Lower Granite,2024-08-31,Fa,1123,135,272,96,4,,,,4,30,34,,,,18.6
Lower Granite,2024-09-01,Fa,930,148,267,91,7,,,,,11,11,,,,18.7
Lower Granite,2024-09-02,Fa,660,88,221,67,3,,,,2,17,19,,,,18.7
Lower Granite,2024-09-03,Fa,524,71,180,60,1,,,,1,8,9,,,,18.7
Lower Granite,2024-09-04,Fa,582,101,517,164,2,,,,,22,22,,,,18.8
Lower Granite,2024-09-05,Fa,564,114,494,138,1,,,,3,21,24,,,,19
Lower Granite,2024-09-06,Fa,1190,173,394,108,2,,,,2,10,12,,,,19.5
Lower Granite,2024-09-07,Fa,1593,231,611,190,,,,,1,13,14,,,,19.7
Lower Granite,2024-09-08,Fa,1554,238,628,192,1,,,,1,14,15,,,,19.5
Lower Granite,2024-09-09,Fa,1037,156,512,177,1,,,,,16,16,,,,19.4
Lower Granite,2024-09-10,Fa,1606,321,1610,481,2,2,2,,4,8,12,,,,19.4
Lower Granite,2024-09-11,Fa,937,223,1843,488,1,3,,,2,4,6,,,,19.4
Lower Granite,2024-09-12,Fa,1590,301,2709,687,,13,4,,,10,10,,,,19.1
Lower Granite,2024-09-13,Fa,839,105,2275,689,,14,4,,2,2,4,,,,19.5
Lower Granite,2024-09-14,Fa,566,79,1326,369,1,31,1,,1,1,2,,,,19.5
Lower Granite,2024-09-15,Fa,1447,210,1360,431,,33,16,,2,7,9,,,,19.4
Lower Granite,2024-09-16,Fa,821,198,2244,634,3,75,9,,1,6,7,,,,19.1
Lower Granite,2024-09-17,Fa,387,83,1260,360,,23,9,,,5,5,,,,19.4
Lower Granite,2024-09-18,Fa,904,169,1926,521,,66,12,,1,4,5,,,,19.2
Lower Granite,2024-09-19,Fa,549,87,1557,415,,58,8,,2,4,6,,,,19.2
Lower Granite,2024-09-20,Fa,1158,228,2297,583,,137,5,,,2,2,,,,19
Lower Granite,2024-09-21,Fa,845,135,2300,602,2,105,4,,,5,5,,,,18.9
Lower Granite,2024-09-22,Fa,479,106,1693,371,,56,10,,,2,2,,,,19.1
Lower Granite,2024-09-23,Fa,450,114,2286,585,,67,4,,,6,6,,,,19.2
Lower Granite,2024-09-24,Fa,555,136,2637,700,,112,10,,1,8,9,,,,
Lower Granite,2024-09-25,Fa,502,113,2559,662,5,205,19,,,7,7,,,,
Lower Granite,2024-09-26,Fa,369,120,3806,962,1,393,23,,,4,4,,,,
Lower Granite,2024-09-27,Fa,312,54,2600,677,,334,14,,1,4,5,,,,
Lower Granite,2024-09-28,Fa,256,58,2659,691,,326,11,,1,3,4,,,,
Lower Granite,2024-09-29,Fa,423,71,3922,1046,3,318,9,,-1,4,3,,,,
Lower Granite,2024-09-30,Fa,210,35,2766,713,4,227,6,,-1,7,6,,,,
Lower Granite,2024-10-01,Fa,148,67,2568,643,,219,2,,2,,2,,,,
Lower Granite,2024-10-02,Fa,232,79,2894,766,2,379,6,,,,,,,,
Lower Granite,2024-10-03,Fa,172,53,2574,658,,322,5,,1,,1,,,,
Lower Granite,2024-10-04,Fa,164,41,2030,554,,232,13,,1,,1,,,,
Lower Granite,2024-10-05,Fa,132,54,2365,625,1,273,25,,,,,,,,
Lower Granite,2024-10-06,Fa,101,32,1641,442,,130,13,,,,,,,,
Lower Granite,2024-10-07,Fa,120,34,1807,504,2,158,19,,,,,,,,
Lower Granite,2024-10-08,Fa,127,32,1701,419,,171,11,,,,,,,,
Lower Granite,2024-10-09,Fa,143,32,1494,398,,176,11,,,,,,,,
Lower Granite,2024-10-10,Fa,158,49,2023,515,1,300,13,,,,,,,,
Lower Granite,2024-10-11,Fa,96,31,1269,335,,192,20,,,,,,,,
Lower Granite,2024-10-12,Fa,54,23,1154,308,1,135,12,,,,,,,,
Lower Granite,2024-10-13,Fa,28,25,1333,365,1,180,11,,,,,,,,
Lower Granite,2024-10-14,Fa,54,17,1126,269,,143,10,,,,,,,,
Lower Granite,2024-10-15,Fa,73,24,1060,273,,144,14,,,,,,,,
Lower Granite,2024-10-16,Fa,99,29,1156,347,,185,11,,,,,,,,
Lower Granite,2024-10-17,Fa,76,26,1444,374,,238,9,,,,,,,,
Lower Granite,2024-10-18,Fa,45,20,886,241,,144,11,,,,,,,,
Lower Granite,2024-10-19,Fa,67,24,865,260,,152,4,,,,,,,,
Lower Granite,2024-10-20,Fa,39,14,616,147,,112,5,,,,,,,,
Lower Granite,2024-10-21,Fa,41,19,672,162,,125,6,,,,,,,,
Lower Granite,2024-10-22,Fa,48,13,948,231,,162,7,,,,,,,,
Lower Granite,2024-10-23,Fa,50,16,689,213,,124,5,,,,,,,,
Lower Granite,2024-10-24,Fa,29,6,751,213,,147,9,,,,,,,,
Lower Granite,2024-10-25,Fa,60,13,704,204,,134,5,,,,,,,,
Lower Granite,2024-10-26,Fa,50,8,520,172,,137,10,,,,,,,,
Lower Granite,2024-10-27,Fa,66,13,602,159,,148,5,,,,,,,,
Lower Granite,2024-10-28,Fa,49,13,665,186,,166,6,,,,,,,,
Lower Granite,2024-10-29,Fa,32,19,528,164,,126,7,,,,,,,,
Lower Granite,2024-10-30,Fa,45,7,442,137,,113,4,,,,,,,,
Lower Granite,2024-10-31,Fa,61,11,336,96,,122,6,,,,,,,,
Lower Granite,2024-11-01,Fa,74,29,394,129,,127,2,,,,,,,,
Lower Granite,2024-11-02,Fa,45,18,331,90,,133,5,,,,,,,,
Lower Granite,2024-11-03,Fa,40,12,415,133,,201,11,,,,,,,,
Lower Granite,2024-11-04,Fa,42,18,322,93,,247,3,,,,,,,,
Lower Granite,2024-11-05,Fa,30,18,415,114,,380,3,,,,,,,,
Lower Granite,2024-11-06,Fa,18,6,326,66,,184,,,,,,,,,
Lower Granite,2024-11-07,Fa,35,10,360,109,,273,1,,,,,,,,
Lower Granite,2024-11-08,Fa,23,6,290,100,,157,2,,,,,,,,
Lower Granite,2024-11-09,Fa,13,7,264,77,,102,4,,,,,,,,
Lower Granite,2024-11-10,Fa,20,7,173,47,,58,5,,,,,,,,
Lower Granite,2024-11-11,Fa,21,2,195,45,,78,2,,,,,,,,
Lower Granite,2024-11-12,Fa,9,4,183,60,,62,,,,,,,,,
Lower Granite,2024-11-13,Fa,11,2,259,105,,34,4,,-1,,-1,,,,
Lower Granite,2024-11-14,Fa,55,8,229,86,,20,,,,,,,,,
Lower Granite,2024-11-15,Fa,48,-1,131,45,,31,,,,,,,,,
Lower Granite,2024-11-16,Fa,15,1,159,67,,22,1,,,,,,,,
Lower Granite,2024-11-17,Fa,19,,140,42,,11,,,,,,,,,
Lower Granite,2024-11-18,Fa,-3,-2,59,22,,22,1,,-1,,-1,,,,
Lower Granite,2024-11-19,Fa,8,,118,48,,33,1,,,,,,,,
Lower Granite,2024-11-20,Fa,4,1,125,58,,11,,,,,,,,,
Lower Granite,2024-11-21,Fa,-3,2,114,43,,9,,,,,,,,,
Lower Granite,2024-11-22,Fa,1,,84,26,,9,1,,,,,,,,
Lower Granite,2024-11-23,Fa,2,,95,27,,2,,,,,,,,,
Lower Granite,2024-11-24,Fa,3,1,83,28,,8,2,,,,,,,,
Lower Granite,2024-11-25,Fa,,,107,42,,5,1,,,,,,,,
Lower Granite,2024-11-26,Fa,,,70,22,,1,1,,,,,,,,
Lower Granite,2024-11-27,Fa,,,55,18,,8,,,,,,,,,
Lower Granite,2024-11-28,Fa,,1,81,28,,5,1,,,,,,,,
Lower Granite,2024-11-29,Fa,,-1,100,30,,5,,,,,,,,,
Lower Granite,2024-11-30,Fa,,,79,28,,4,,,,,,,,,
Lower Granite,2024-12-01,Fa,1,1,59,17,,4,,,,,,,,,
Lower Granite,2024-12-02,Fa,,,30,8,,-1,,,,,,,,,
Lower Granite,2024-12-03,Fa,,,32,10,,2,,,,,,,,,
Lower Granite,2024-12-04,Fa,,,25,12,,1,,,,,,,,,
Lower Granite,2024-12-05,Fa,,,31,12,,-1,,,,,,,,,
Lower Granite,2024-12-06,Fa,,,36,10,,3,,,,,,,,,
Lower Granite,2024-12-07,Fa,,,25,2,,1,,,,,,,,,
Lower Granite,2024-12-08,Fa,,,67,26,,,,,,,,,,,
Lower Granite,2024-12-09,Fa,,,66,32,,2,,,,,,,,,
Lower Granite,2024-12-10,Fa,,,41,17,,1,,,,,,,,,
Lower Granite,2024-12-11,Fa,,,24,5,,1,,,,,,,,,
Lower Granite,2024-12-12,Fa,,,22,6,,,1,,,,,,,,
Lower Granite,2024-12-13,Fa,1,,23,8,,,,,,,,,,,
Lower Granite,2024-12-14,Fa,,,45,17,,,,,,,,,,,
Lower Granite,2024-12-15,Fa,,,62,23,,,,,,,,,,,
Lower Granite,2024-12-16,,,,30,10,,,2,,,,,,,,
Lower Granite,2024-12-17,,,,16,3,,,,,,,,,,,
Lower Granite,2024-12-18,,,,21,6,,,,,,,,,,,
Lower Granite,2024-12-19,,,,45,15,,-1,,,,,,,,,
Lower Granite,2024-12-20,,,,53,13,,-1,,,,,,,,,
Lower Granite,2024-12-21,,,,32,12,,1,,,,,,,,,
Lower Granite,2024-12-22,,,,38,13,,,,,,,,,,,
Lower Granite,2024-12-23,,,,66,21,,,,,,,,,,,
Lower Granite,2024-12-24,,,,75,24,,,,,,,,,,,
Lower Granite,2024-12-25,,,,60,21,,,1,,,,,,,,
Lower Granite,2024-12-26,,,,42,18,,,,,,,,,,,
Lower Granite,2024-12-27,,,,19,10,,1,,,,,,,,,
Lower Granite,2024-12-28,,,,31,5,,,,,,,,,,,
Lower Granite,2024-12-29,,,,33,11,,,,,,,,,,,
Lower Granite,2024-12-30,,,,44,11,,,1,,,,,,,,
Notes:
Columbia River DART
2024 Adult Passage Daily Counts at Lower Granite
2024-01-01 to 2024-12-31
Generated 24 Aug 2026 23:04:41 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
Lamprey Counts: Historically; DART has only offered daytime counts (fish counting hours 1-16) which were identified as Lamprey but not specified as daytime counts. As of 2025-11-14; where available; DART offers up to three mutually exclusive lamprey counts: daytime fishway ladder counts (hours 1-16); nighttime fishway ladder counts (hours 17-24); and LPS (24 hour count in Lamprey Passage Systems).
'Lamprey are particularly difficult to count in conventional fishways designed to pass and enumerate Pacific Salmon (Oncorhynchus spp.). Lamprey move back and forth in the count station window; spending long periods of time in one place and are more likely to pass at night than salmonids. Further; lamprey use a variety of routes to pass over a dam including the navigation locks; the auxiliary water supply; and specific lamprey passage structures. Due to these life history traits; a variety of passage design improvements (e.g.; lamprey-specific passage structures; Washington Shore ladder redesign; Bradford Island lamprey orifices; serpentine weir rest boxes) and enumeration techniques (e.g.; lamprey optical counters) have and continue to be developed and implemented to improve lamprey passage and enumeration at dams operated and maintained by the U.S. Army Corps of Engineers. In light of the constraints to lamprey passage and enumeration due to their life history; and recognizing the changes that have occurred in the last two decades to improve both measures; it is perhaps most accurate to view the lamprey counts from 2015 as an approximation of passage for the species.' (R. Wertheimer; USACE; personal communication; January 30; 2026)
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
