
year,mm-dd,location,parameter,unit,datatype,value
2015,4-30,LWG,spill,kcfs,Spill,20.396
2015,5-1,LWG,spill,kcfs,Spill,20.250
2015,5-2,LWG,spill,kcfs,Spill,20.100
2015,5-3,LWG,spill,kcfs,Spill,20.150
2015,5-4,LWG,spill,kcfs,Spill,20.275
2015,5-5,LWG,spill,kcfs,Spill,20.271
2015,5-6,LWG,spill,kcfs,Spill,20.288
2015,5-7,LWG,spill,kcfs,Spill,20.246
2015,5-8,LWG,spill,kcfs,Spill,20.296
2015,5-9,LWG,spill,kcfs,Spill,20.217
2015,5-10,LWG,spill,kcfs,Spill,20.204
2015,5-11,LWG,spill,kcfs,Spill,20.196
2015,5-12,LWG,spill,kcfs,Spill,20.158
2015,5-13,LWG,spill,kcfs,Spill,20.396
2015,5-14,LWG,spill,kcfs,Spill,20.288
2015,5-15,LWG,spill,kcfs,Spill,20.188
2015,5-16,LWG,spill,kcfs,Spill,20.317
2015,5-17,LWG,spill,kcfs,Spill,20.338
2015,5-18,LWG,spill,kcfs,Spill,20.475
2015,5-19,LWG,spill,kcfs,Spill,20.513
2015,5-20,LWG,spill,kcfs,Spill,20.375
2015,5-21,LWG,spill,kcfs,Spill,20.396
2015,5-22,LWG,spill,kcfs,Spill,20.321
2015,5-23,LWG,spill,kcfs,Spill,20.367
2015,5-24,LWG,spill,kcfs,Spill,20.475
2015,5-25,LWG,spill,kcfs,Spill,20.417
2015,5-26,LWG,spill,kcfs,Spill,20.358
2015,5-27,LWG,spill,kcfs,Spill,20.421
2015,5-28,LWG,spill,kcfs,Spill,20.354
2015,5-29,LWG,spill,kcfs,Spill,20.396
2015,5-30,LWG,spill,kcfs,Spill,20.454
2015,5-31,LWG,spill,kcfs,Spill,20.358
2015,6-1,LWG,spill,kcfs,Spill,20.246
2015,6-2,LWG,spill,kcfs,Spill,20.375
2015,6-3,LWG,spill,kcfs,Spill,20.383
2015,6-4,LWG,spill,kcfs,Spill,20.246
2015,6-5,LWG,spill,kcfs,Spill,20.125
2015,6-6,LWG,spill,kcfs,Spill,20.275
2015,6-7,LWG,spill,kcfs,Spill,20.196
2015,6-8,LWG,spill,kcfs,Spill,20.208
2015,6-9,LWG,spill,kcfs,Spill,20.188
2015,6-10,LWG,spill,kcfs,Spill,20.146
2015,6-11,LWG,spill,kcfs,Spill,20.288
2015,6-12,LWG,spill,kcfs,Spill,20.204
2015,6-13,LWG,spill,kcfs,Spill,20.275
2015,6-14,LWG,spill,kcfs,Spill,20.450
2015,6-15,LWG,spill,kcfs,Spill,20.425
2015,6-16,LWG,spill,kcfs,Spill,20.546
2015,6-17,LWG,spill,kcfs,Spill,20.554
2015,6-18,LWG,spill,kcfs,Spill,20.429
2015,6-19,LWG,spill,kcfs,Spill,20.367
2015,6-20,LWG,spill,kcfs,Spill,20.292
2015,6-21,LWG,spill,kcfs,Spill,18.333
2015,6-22,LWG,spill,kcfs,Spill,17.838
2015,6-23,LWG,spill,kcfs,Spill,17.246
2015,6-24,LWG,spill,kcfs,Spill,18.158
2015,6-25,LWG,spill,kcfs,Spill,18.213
2015,6-26,LWG,spill,kcfs,Spill,18.208
2015,6-27,LWG,spill,kcfs,Spill,18.125
2015,6-28,LWG,spill,kcfs,Spill,18.108
2015,6-29,LWG,spill,kcfs,Spill,18.029
2015,6-30,LWG,spill,kcfs,Spill,18.004
2015,7-1,LWG,spill,kcfs,Spill,18.175
2015,7-2,LWG,spill,kcfs,Spill,16.125
2015,7-3,LWG,spill,kcfs,Spill,11.900
2015,7-4,LWG,spill,kcfs,Spill,10.254
2015,7-5,LWG,spill,kcfs,Spill,10.113
2015,7-6,LWG,spill,kcfs,Spill,11.867
2015,7-7,LWG,spill,kcfs,Spill,12.046
2015,7-8,LWG,spill,kcfs,Spill,14.533
2015,7-9,LWG,spill,kcfs,Spill,15.046
2015,7-10,LWG,spill,kcfs,Spill,17.833
2015,7-11,LWG,spill,kcfs,Spill,17.596
2015,7-12,LWG,spill,kcfs,Spill,16.917
2015,7-13,LWG,spill,kcfs,Spill,16.683
2015,7-14,LWG,spill,kcfs,Spill,8.242
2015,7-15,LWG,spill,kcfs,Spill,6.829
2015,7-16,LWG,spill,kcfs,Spill,7.996
2015,7-17,LWG,spill,kcfs,Spill,11.746
2015,7-18,LWG,spill,kcfs,Spill,12.308
2015,7-19,LWG,spill,kcfs,Spill,12.550
2015,7-20,LWG,spill,kcfs,Spill,10.579
2015,7-21,LWG,spill,kcfs,Spill,11.146
2015,7-22,LWG,spill,kcfs,Spill,13.500
2015,7-23,LWG,spill,kcfs,Spill,12.867
2015,7-24,LWG,spill,kcfs,Spill,11.679
2015,7-25,LWG,spill,kcfs,Spill,8.775
2015,7-26,LWG,spill,kcfs,Spill,6.900
2015,7-27,LWG,spill,kcfs,Spill,10.092
2015,7-28,LWG,spill,kcfs,Spill,8.796
2015,7-29,LWG,spill,kcfs,Spill,11.471
2015,7-30,LWG,spill,kcfs,Spill,9.592
2015,7-31,LWG,spill,kcfs,Spill,12.517
2015,8-1,LWG,spill,kcfs,Spill,12.700
2015,8-2,LWG,spill,kcfs,Spill,13.113
2015,8-3,LWG,spill,kcfs,Spill,15.129
2015,8-4,LWG,spill,kcfs,Spill,12.767
2015,8-5,LWG,spill,kcfs,Spill,13.900
2015,8-6,LWG,spill,kcfs,Spill,12.063
2015,8-7,LWG,spill,kcfs,Spill,10.325
2015,8-8,LWG,spill,kcfs,Spill,6.738
2015,8-9,LWG,spill,kcfs,Spill,7.029
2015,8-10,LWG,spill,kcfs,Spill,9.667
2015,8-11,LWG,spill,kcfs,Spill,8.733
2015,8-12,LWG,spill,kcfs,Spill,11.500
2015,8-13,LWG,spill,kcfs,Spill,13.154
2015,8-14,LWG,spill,kcfs,Spill,8.450
2015,8-15,LWG,spill,kcfs,Spill,11.621
2015,8-16,LWG,spill,kcfs,Spill,7.292
2015,8-17,LWG,spill,kcfs,Spill,6.125
2015,8-18,LWG,spill,kcfs,Spill,6.350
2015,8-19,LWG,spill,kcfs,Spill,6.379
2015,8-20,LWG,spill,kcfs,Spill,6.392
2015,8-21,LWG,spill,kcfs,Spill,5.813
2015,8-22,LWG,spill,kcfs,Spill,4.800
2015,8-23,LWG,spill,kcfs,Spill,5.613
2015,8-24,LWG,spill,kcfs,Spill,8.217
2015,8-25,LWG,spill,kcfs,Spill,4.188
2015,8-26,LWG,spill,kcfs,Spill,3.888
2015,8-27,LWG,spill,kcfs,Spill,6.633
2015,8-28,LWG,spill,kcfs,Spill,7.867
2015,8-29,LWG,spill,kcfs,Spill,6.783
2015,8-30,LWG,spill,kcfs,Spill,6.238
2015,8-31,LWG,spill,kcfs,Spill,6.317
2015,9-1,LWG,spill,kcfs,Spill,0.267
2015,9-2,LWG,spill,kcfs,Spill,0.000
2015,9-3,LWG,spill,kcfs,Spill,0.000
2015,9-4,LWG,spill,kcfs,Spill,0.000
2015,9-5,LWG,spill,kcfs,Spill,0.000
2015,9-6,LWG,spill,kcfs,Spill,0.000
2015,9-7,LWG,spill,kcfs,Spill,0.000
2015,9-8,LWG,spill,kcfs,Spill,0.000
2015,9-9,LWG,spill,kcfs,Spill,0.000
2015,9-10,LWG,spill,kcfs,Spill,0.000
2015,9-11,LWG,spill,kcfs,Spill,0.000
2015,9-12,LWG,spill,kcfs,Spill,0.000
2015,9-13,LWG,spill,kcfs,Spill,0.000
2015,9-14,LWG,spill,kcfs,Spill,0.000
2015,9-15,LWG,spill,kcfs,Spill,0.000
2015,9-16,LWG,spill,kcfs,Spill,0.000
2015,9-17,LWG,spill,kcfs,Spill,0.000
2015,9-18,LWG,spill,kcfs,Spill,0.000
2015,9-19,LWG,spill,kcfs,Spill,0.000
2015,9-20,LWG,spill,kcfs,Spill,0.000
2015,9-21,LWG,spill,kcfs,Spill,0.000
2015,9-22,LWG,spill,kcfs,Spill,0.000
2015,9-23,LWG,spill,kcfs,Spill,0.000
2015,9-24,LWG,spill,kcfs,Spill,0.000
2015,9-25,LWG,spill,kcfs,Spill,0.000
2015,9-26,LWG,spill,kcfs,Spill,0.000
2015,9-27,LWG,spill,kcfs,Spill,0.000
2015,9-28,LWG,spill,kcfs,Spill,0.000
2015,9-29,LWG,spill,kcfs,Spill,0.000
2015,9-30,LWG,spill,kcfs,Spill,0.000
2015,10-1,LWG,spill,kcfs,Spill,0.000
2015,10-2,LWG,spill,kcfs,Spill,0.000
2015,10-3,LWG,spill,kcfs,Spill,0.000
2015,10-4,LWG,spill,kcfs,Spill,0.000
2015,10-5,LWG,spill,kcfs,Spill,0.000
2015,10-6,LWG,spill,kcfs,Spill,0.000
2015,10-7,LWG,spill,kcfs,Spill,0.000
2015,10-8,LWG,spill,kcfs,Spill,0.000
2015,10-9,LWG,spill,kcfs,Spill,0.000
2015,10-10,LWG,spill,kcfs,Spill,0.000
2015,10-11,LWG,spill,kcfs,Spill,0.000
2015,10-12,LWG,spill,kcfs,Spill,0.000
2015,10-13,LWG,spill,kcfs,Spill,0.008
2015,10-14,LWG,spill,kcfs,Spill,0.000
2015,10-15,LWG,spill,kcfs,Spill,0.000
2015,10-16,LWG,spill,kcfs,Spill,0.000
2015,10-17,LWG,spill,kcfs,Spill,0.000
2015,10-18,LWG,spill,kcfs,Spill,0.000
2015,10-19,LWG,spill,kcfs,Spill,0.000
2015,10-20,LWG,spill,kcfs,Spill,0.000
2015,10-21,LWG,spill,kcfs,Spill,0.000
2015,10-22,LWG,spill,kcfs,Spill,0.104
2015,10-23,LWG,spill,kcfs,Spill,0.000
2015,10-24,LWG,spill,kcfs,Spill,0.000
2015,10-25,LWG,spill,kcfs,Spill,0.000
2015,10-26,LWG,spill,kcfs,Spill,0.000
2015,10-27,LWG,spill,kcfs,Spill,0.000
2015,10-28,LWG,spill,kcfs,Spill,0.000
2015,10-29,LWG,spill,kcfs,Spill,0.000
2015,10-30,LWG,spill,kcfs,Spill,0.000
2015,10-31,LWG,spill,kcfs,Spill,0.000
2015,11-1,LWG,spill,kcfs,Spill,0.000
2015,11-2,LWG,spill,kcfs,Spill,0.000
2015,11-3,LWG,spill,kcfs,Spill,0.000
2015,11-4,LWG,spill,kcfs,Spill,0.000
2015,11-5,LWG,spill,kcfs,Spill,0.000
2015,11-6,LWG,spill,kcfs,Spill,0.000
2015,11-7,LWG,spill,kcfs,Spill,0.000
2015,11-8,LWG,spill,kcfs,Spill,0.000
2015,11-9,LWG,spill,kcfs,Spill,0.000
2015,11-10,LWG,spill,kcfs,Spill,0.000
2015,11-11,LWG,spill,kcfs,Spill,0.000
2015,11-12,LWG,spill,kcfs,Spill,0.000
2015,11-13,LWG,spill,kcfs,Spill,0.000
2015,11-14,LWG,spill,kcfs,Spill,0.000
2015,11-15,LWG,spill,kcfs,Spill,0.000
2015,11-16,LWG,spill,kcfs,Spill,0.000
2015,11-17,LWG,spill,kcfs,Spill,0.000
2015,11-18,LWG,spill,kcfs,Spill,0.000
2015,11-19,LWG,spill,kcfs,Spill,0.000
2015,11-20,LWG,spill,kcfs,Spill,0.000
2015,11-21,LWG,spill,kcfs,Spill,0.000
2015,11-22,LWG,spill,kcfs,Spill,0.000
2015,11-23,LWG,spill,kcfs,Spill,0.000
2015,11-24,LWG,spill,kcfs,Spill,0.000
2015,11-25,LWG,spill,kcfs,Spill,0.000
2015,11-26,LWG,spill,kcfs,Spill,0.000
2015,11-27,LWG,spill,kcfs,Spill,0.000
2015,11-28,LWG,spill,kcfs,Spill,0.000
2015,11-29,LWG,spill,kcfs,Spill,0.000
2015,11-30,LWG,spill,kcfs,Spill,0.000
2015,12-1,LWG,spill,kcfs,Spill,0.000
2015,12-2,LWG,spill,kcfs,Spill,0.000
2015,12-3,LWG,spill,kcfs,Spill,0.000
2015,12-4,LWG,spill,kcfs,Spill,0.000
2015,12-5,LWG,spill,kcfs,Spill,0.000
2015,12-6,LWG,spill,kcfs,Spill,0.000
2015,12-7,LWG,spill,kcfs,Spill,0.000
2015,12-8,LWG,spill,kcfs,Spill,0.000
2015,12-9,LWG,spill,kcfs,Spill,0.000
2015,12-10,LWG,spill,kcfs,Spill,0.000
2015,12-11,LWG,spill,kcfs,Spill,0.000
2015,12-12,LWG,spill,kcfs,Spill,0.000
2015,12-13,LWG,spill,kcfs,Spill,0.000
2015,12-14,LWG,spill,kcfs,Spill,0.000
2015,12-15,LWG,spill,kcfs,Spill,0.000
2015,12-16,LWG,spill,kcfs,Spill,0.000
2015,12-17,LWG,spill,kcfs,Spill,0.000
2015,12-18,LWG,spill,kcfs,Spill,0.000
2015,12-19,LWG,spill,kcfs,Spill,0.000
2015,12-20,LWG,spill,kcfs,Spill,0.000
2015,12-21,LWG,spill,kcfs,Spill,0.000
2015,12-22,LWG,spill,kcfs,Spill,0.000
2015,12-23,LWG,spill,kcfs,Spill,0.000
2015,12-24,LWG,spill,kcfs,Spill,0.000
2015,12-25,LWG,spill,kcfs,Spill,0.000
2015,12-26,LWG,spill,kcfs,Spill,0.000
2015,12-27,LWG,spill,kcfs,Spill,0.000
2015,12-28,LWG,spill,kcfs,Spill,0.000
2015,12-29,LWG,spill,kcfs,Spill,0.000
2015,12-30,LWG,spill,kcfs,Spill,0.000
2015,12-31,LWG,spill,kcfs,Spill,0.000
2015,1-1,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-2,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-3,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-4,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-5,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-6,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-7,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-8,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-9,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-10,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-11,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-12,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-13,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-14,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-15,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-16,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-17,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-18,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-19,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-20,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-21,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-22,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-23,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-24,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-25,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-26,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-27,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-28,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-29,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-30,LWG,disgas,mmHg,Dissolved Gas,NA
2015,1-31,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-1,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-2,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-3,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-4,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-5,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-6,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-7,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-8,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-9,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-10,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-11,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-12,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-13,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-14,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-15,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-16,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-17,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-18,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-19,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-20,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-21,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-22,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-23,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-24,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-25,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-26,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-27,LWG,disgas,mmHg,Dissolved Gas,NA
2015,2-28,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-1,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-2,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-3,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-4,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-5,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-6,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-7,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-8,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-9,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-10,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-11,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-12,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-13,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-14,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-15,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-16,LWG,disgas,mmHg,Dissolved Gas,NA
2015,3-17,LWG,disgas,mmHg,Dissolved Gas,763.300
2015,3-18,LWG,disgas,mmHg,Dissolved Gas,761.208
2015,3-19,LWG,disgas,mmHg,Dissolved Gas,753.083
2015,3-20,LWG,disgas,mmHg,Dissolved Gas,754.167
2015,3-21,LWG,disgas,mmHg,Dissolved Gas,753.542
2015,3-22,LWG,disgas,mmHg,Dissolved Gas,757.292
2015,3-23,LWG,disgas,mmHg,Dissolved Gas,758.708
2015,3-24,LWG,disgas,mmHg,Dissolved Gas,756.917
2015,3-25,LWG,disgas,mmHg,Dissolved Gas,753.500
2015,3-26,LWG,disgas,mmHg,Dissolved Gas,753.292
2015,3-27,LWG,disgas,mmHg,Dissolved Gas,751.500
2015,3-28,LWG,disgas,mmHg,Dissolved Gas,754.167
2015,3-29,LWG,disgas,mmHg,Dissolved Gas,762.458
2015,3-30,LWG,disgas,mmHg,Dissolved Gas,764.875
2015,3-31,LWG,disgas,mmHg,Dissolved Gas,760.833
2015,4-1,LWG,disgas,mmHg,Dissolved Gas,760.417
2015,4-2,LWG,disgas,mmHg,Dissolved Gas,758.208
2015,4-3,LWG,disgas,mmHg,Dissolved Gas,751.667
2015,4-4,LWG,disgas,mmHg,Dissolved Gas,752.042
2015,4-5,LWG,disgas,mmHg,Dissolved Gas,756.083
2015,4-6,LWG,disgas,mmHg,Dissolved Gas,759.500
2015,4-7,LWG,disgas,mmHg,Dissolved Gas,759.542
2015,4-8,LWG,disgas,mmHg,Dissolved Gas,757.875
2015,4-9,LWG,disgas,mmHg,Dissolved Gas,755.292
2015,4-10,LWG,disgas,mmHg,Dissolved Gas,757.583
2015,4-11,LWG,disgas,mmHg,Dissolved Gas,758.458
2015,4-12,LWG,disgas,mmHg,Dissolved Gas,757.167
2015,4-13,LWG,disgas,mmHg,Dissolved Gas,759.583
2015,4-14,LWG,disgas,mmHg,Dissolved Gas,757.000
2015,4-15,LWG,disgas,mmHg,Dissolved Gas,751.833
2015,4-16,LWG,disgas,mmHg,Dissolved Gas,753.125
2015,4-17,LWG,disgas,mmHg,Dissolved Gas,760.333
2015,4-18,LWG,disgas,mmHg,Dissolved Gas,758.438
2015,4-19,LWG,disgas,mmHg,Dissolved Gas,763.542
2015,4-20,LWG,disgas,mmHg,Dissolved Gas,778.354
2015,4-21,LWG,disgas,mmHg,Dissolved Gas,777.083
2015,4-22,LWG,disgas,mmHg,Dissolved Gas,767.000
2015,4-23,LWG,disgas,mmHg,Dissolved Gas,765.000
2015,4-24,LWG,disgas,mmHg,Dissolved Gas,758.917
2015,4-25,LWG,disgas,mmHg,Dissolved Gas,753.292
2015,4-26,LWG,disgas,mmHg,Dissolved Gas,751.583
2015,4-27,LWG,disgas,mmHg,Dissolved Gas,753.792
2015,4-28,LWG,disgas,mmHg,Dissolved Gas,755.250
2015,4-29,LWG,disgas,mmHg,Dissolved Gas,754.250
2015,4-30,LWG,disgas,mmHg,Dissolved Gas,761.833
2015,5-1,LWG,disgas,mmHg,Dissolved Gas,771.042
2015,5-2,LWG,disgas,mmHg,Dissolved Gas,765.750
2015,5-3,LWG,disgas,mmHg,Dissolved Gas,761.583
2015,5-4,LWG,disgas,mmHg,Dissolved Gas,765.917
2015,5-5,LWG,disgas,mmHg,Dissolved Gas,761.625
2015,5-6,LWG,disgas,mmHg,Dissolved Gas,760.500
2015,5-7,LWG,disgas,mmHg,Dissolved Gas,758.583
2015,5-8,LWG,disgas,mmHg,Dissolved Gas,758.000
2015,5-9,LWG,disgas,mmHg,Dissolved Gas,759.625
2015,5-10,LWG,disgas,mmHg,Dissolved Gas,763.708
2015,5-11,LWG,disgas,mmHg,Dissolved Gas,765.375
2015,5-12,LWG,disgas,mmHg,Dissolved Gas,766.250
2015,5-13,LWG,disgas,mmHg,Dissolved Gas,766.917
2015,5-14,LWG,disgas,mmHg,Dissolved Gas,764.167
2015,5-15,LWG,disgas,mmHg,Dissolved Gas,755.000
2015,5-16,LWG,disgas,mmHg,Dissolved Gas,752.917
2015,5-17,LWG,disgas,mmHg,Dissolved Gas,759.625
2015,5-18,LWG,disgas,mmHg,Dissolved Gas,758.833
2015,5-19,LWG,disgas,mmHg,Dissolved Gas,759.833
2015,5-20,LWG,disgas,mmHg,Dissolved Gas,767.583
2015,5-21,LWG,disgas,mmHg,Dissolved Gas,771.667
2015,5-22,LWG,disgas,mmHg,Dissolved Gas,771.375
2015,5-23,LWG,disgas,mmHg,Dissolved Gas,767.250
2015,5-24,LWG,disgas,mmHg,Dissolved Gas,763.583
2015,5-25,LWG,disgas,mmHg,Dissolved Gas,761.708
2015,5-26,LWG,disgas,mmHg,Dissolved Gas,764.917
2015,5-27,LWG,disgas,mmHg,Dissolved Gas,763.833
2015,5-28,LWG,disgas,mmHg,Dissolved Gas,760.500
2015,5-29,LWG,disgas,mmHg,Dissolved Gas,760.083
2015,5-30,LWG,disgas,mmHg,Dissolved Gas,761.708
2015,5-31,LWG,disgas,mmHg,Dissolved Gas,764.208
2015,6-1,LWG,disgas,mmHg,Dissolved Gas,767.077
2015,6-2,LWG,disgas,mmHg,Dissolved Gas,761.625
2015,6-3,LWG,disgas,mmHg,Dissolved Gas,754.708
2015,6-4,LWG,disgas,mmHg,Dissolved Gas,749.250
2015,6-5,LWG,disgas,mmHg,Dissolved Gas,744.625
2015,6-6,LWG,disgas,mmHg,Dissolved Gas,746.792
2015,6-7,LWG,disgas,mmHg,Dissolved Gas,753.042
2015,6-8,LWG,disgas,mmHg,Dissolved Gas,764.708
2015,6-9,LWG,disgas,mmHg,Dissolved Gas,765.273
2015,6-10,LWG,disgas,mmHg,Dissolved Gas,763.250
2015,6-11,LWG,disgas,mmHg,Dissolved Gas,764.250
2015,6-12,LWG,disgas,mmHg,Dissolved Gas,762.875
2015,6-13,LWG,disgas,mmHg,Dissolved Gas,761.375
2015,6-14,LWG,disgas,mmHg,Dissolved Gas,758.250
2015,6-15,LWG,disgas,mmHg,Dissolved Gas,750.125
2015,6-16,LWG,disgas,mmHg,Dissolved Gas,743.333
2015,6-17,LWG,disgas,mmHg,Dissolved Gas,741.042
2015,6-18,LWG,disgas,mmHg,Dissolved Gas,746.083
2015,6-19,LWG,disgas,mmHg,Dissolved Gas,748.500
2015,6-20,LWG,disgas,mmHg,Dissolved Gas,750.583
2015,6-21,LWG,disgas,mmHg,Dissolved Gas,750.750
2015,6-22,LWG,disgas,mmHg,Dissolved Gas,748.542
2015,6-23,LWG,disgas,mmHg,Dissolved Gas,748.958
2015,6-24,LWG,disgas,mmHg,Dissolved Gas,750.250
2015,6-25,LWG,disgas,mmHg,Dissolved Gas,756.000
2015,6-26,LWG,disgas,mmHg,Dissolved Gas,764.250
2015,6-27,LWG,disgas,mmHg,Dissolved Gas,772.250
2015,6-28,LWG,disgas,mmHg,Dissolved Gas,779.750
2015,6-29,LWG,disgas,mmHg,Dissolved Gas,786.667
2015,6-30,LWG,disgas,mmHg,Dissolved Gas,777.196
2015,7-1,LWG,disgas,mmHg,Dissolved Gas,762.438
2015,7-2,LWG,disgas,mmHg,Dissolved Gas,764.500
2015,7-3,LWG,disgas,mmHg,Dissolved Gas,768.250
2015,7-4,LWG,disgas,mmHg,Dissolved Gas,769.083
2015,7-5,LWG,disgas,mmHg,Dissolved Gas,769.167
2015,7-6,LWG,disgas,mmHg,Dissolved Gas,769.292
2015,7-7,LWG,disgas,mmHg,Dissolved Gas,767.417
2015,7-8,LWG,disgas,mmHg,Dissolved Gas,764.667
2015,7-9,LWG,disgas,mmHg,Dissolved Gas,754.625
2015,7-10,LWG,disgas,mmHg,Dissolved Gas,747.750
2015,7-11,LWG,disgas,mmHg,Dissolved Gas,747.250
2015,7-12,LWG,disgas,mmHg,Dissolved Gas,750.417
2015,7-13,LWG,disgas,mmHg,Dissolved Gas,749.708
2015,7-14,LWG,disgas,mmHg,Dissolved Gas,747.792
2015,7-15,LWG,disgas,mmHg,Dissolved Gas,752.208
2015,7-16,LWG,disgas,mmHg,Dissolved Gas,759.458
2015,7-17,LWG,disgas,mmHg,Dissolved Gas,753.750
2015,7-18,LWG,disgas,mmHg,Dissolved Gas,754.208
2015,7-19,LWG,disgas,mmHg,Dissolved Gas,754.917
2015,7-20,LWG,disgas,mmHg,Dissolved Gas,748.417
2015,7-21,LWG,disgas,mmHg,Dissolved Gas,748.750
2015,7-22,LWG,disgas,mmHg,Dissolved Gas,754.458
2015,7-23,LWG,disgas,mmHg,Dissolved Gas,761.417
2015,7-24,LWG,disgas,mmHg,Dissolved Gas,758.667
2015,7-25,LWG,disgas,mmHg,Dissolved Gas,755.583
2015,7-26,LWG,disgas,mmHg,Dissolved Gas,754.417
2015,7-27,LWG,disgas,mmHg,Dissolved Gas,751.563
2015,7-28,LWG,disgas,mmHg,Dissolved Gas,751.042
2015,7-29,LWG,disgas,mmHg,Dissolved Gas,746.083
2015,7-30,LWG,disgas,mmHg,Dissolved Gas,740.792
2015,7-31,LWG,disgas,mmHg,Dissolved Gas,738.792
2015,8-1,LWG,disgas,mmHg,Dissolved Gas,740.188
2015,8-2,LWG,disgas,mmHg,Dissolved Gas,756.708
2015,8-3,LWG,disgas,mmHg,Dissolved Gas,759.333
2015,8-4,LWG,disgas,mmHg,Dissolved Gas,755.542
2015,8-5,LWG,disgas,mmHg,Dissolved Gas,751.917
2015,8-6,LWG,disgas,mmHg,Dissolved Gas,754.792
2015,8-7,LWG,disgas,mmHg,Dissolved Gas,757.167
2015,8-8,LWG,disgas,mmHg,Dissolved Gas,751.625
2015,8-9,LWG,disgas,mmHg,Dissolved Gas,747.708
2015,8-10,LWG,disgas,mmHg,Dissolved Gas,742.083
2015,8-11,LWG,disgas,mmHg,Dissolved Gas,741.042
2015,8-12,LWG,disgas,mmHg,Dissolved Gas,735.104
