Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,BTrout,Chum,Pink,TempC
Lower Granite,2007-07-06,Su,204,98,46,5,1,,,1092,,,,,20
Lower Granite,2007-07-07,Su,217,92,40,6,4,,,535,,,,,19.5
Lower Granite,2007-07-08,Su,163,90,39,5,2,,,836,,,,,19.4
Lower Granite,2007-07-09,Su,158,56,51,5,2,,,893,,,,,19.4
Lower Granite,2007-07-10,Su,91,83,40,5,,,,868,,,,,19.4
Lower Granite,2007-07-11,Su,116,77,40,6,2,,,630,1,,,,19
Lower Granite,2007-07-12,Su,78,49,25,5,4,,,445,,,,,19
Lower Granite,2007-07-13,Su,22,17,11,4,2,,,256,,,,,19.2
Lower Granite,2007-07-14,Su,101,77,30,2,1,,,463,,,,,18.9
Lower Granite,2007-07-15,Su,85,53,32,7,1,,,551,,,,,19.1
Lower Granite,2007-07-16,Su,107,80,45,16,1,,,312,,,,,18.9
Lower Granite,2007-07-17,Su,120,53,53,7,4,,,121,,,,,19
Lower Granite,2007-07-18,Su,100,32,50,7,,,,248,,,,,18.9
Lower Granite,2007-07-19,Su,86,76,61,26,,,,86,,,,,18.7
Lower Granite,2007-07-20,Su,49,28,24,11,1,,,130,1,,,,19.1
Lower Granite,2007-07-21,Su,53,22,71,18,1,,,556,,,,,19
Lower Granite,2007-07-22,Su,94,50,67,20,1,,,346,,,,,19.2
Lower Granite,2007-07-23,Su,72,34,81,17,6,,,398,,,,,18.9
Lower Granite,2007-07-24,Su,74,52,85,24,1,,,310,,,,,18.5
Lower Granite,2007-07-25,Su,46,46,58,18,2,,,719,,,,,19
Lower Granite,2007-07-26,Su,40,29,29,6,,,,436,,,,,19.4
Lower Granite,2007-07-27,Su,61,16,51,8,,,,140,1,,,,18.9
Lower Granite,2007-07-28,Su,53,16,85,25,,,,97,1,,,,18.7
Lower Granite,2007-07-29,Su,76,14,94,35,,,,91,1,,,,18.6
Lower Granite,2007-07-30,Su,88,24,101,24,,,,101,1,,,,18.5
Lower Granite,2007-07-31,Su,10,10,45,17,,,,245,1,,,,19
Lower Granite,2007-08-01,Su,10,5,43,13,,,,77,1,,,,19.4
Lower Granite,2007-08-02,Su,16,6,36,13,,,,49,-1,,,,19.8
Lower Granite,2007-08-03,Su,32,31,138,34,,,,94,1,,,,18.9
Lower Granite,2007-08-04,Su,42,12,112,24,,,,22,,,,,19
Lower Granite,2007-08-05,Su,17,8,88,22,,,,2,1,,,,19.1
Lower Granite,2007-08-06,Su,19,12,59,17,,,,49,2,,,,19.3
Lower Granite,2007-08-07,Su,37,13,160,32,,,,43,1,,,,19
Lower Granite,2007-08-08,Su,42,11,136,26,,,,13,,,,,18.4
Lower Granite,2007-08-09,Su,22,8,121,23,,,,18,2,,,,18.5
Lower Granite,2007-08-10,Su,46,14,178,48,,,,49,,,,,18.2
Lower Granite,2007-08-11,Su,23,7,89,30,,,,2,1,,,,19.1
Lower Granite,2007-08-12,Su,10,5,102,29,,,,11,2,,,,18.7
Lower Granite,2007-08-13,Su,52,7,136,32,,,,23,,,,,18.3
Lower Granite,2007-08-14,Su,22,2,84,18,,,,8,1,,,,18.6
Lower Granite,2007-08-15,Su,8,2,41,12,,,,1,,,,,19.1
Lower Granite,2007-08-16,Su,6,1,67,14,,,,7,,,,,19.1
Lower Granite,2007-08-17,Su,32,8,148,26,,,,-2,6,,,,18.5
Lower Granite,2007-08-18,Fa,30,6,102,25,,,,13,,,,,19
Lower Granite,2007-08-19,Fa,13,5,131,31,,,,12,,,,,19
Lower Granite,2007-08-20,Fa,10,,54,16,,,,6,,,,,19.4
Lower Granite,2007-08-21,Fa,32,5,100,29,,,,-4,,,,,19.3
Lower Granite,2007-08-22,Fa,24,,134,22,,,,2,,,,,18.4
Lower Granite,2007-08-23,Fa,29,13,196,58,,,,-1,,,,,18.2
Lower Granite,2007-08-24,Fa,61,7,240,59,,,,11,,,,,18.1
Lower Granite,2007-08-25,Fa,38,5,150,35,,,,14,,,,,18
Lower Granite,2007-08-26,Fa,43,8,201,38,,,,2,,,,,17.5
Lower Granite,2007-08-27,Fa,46,5,163,48,,,,,2,,,,17.8
Lower Granite,2007-08-28,Fa,55,1,174,44,,,,-1,1,,,,18.5
Lower Granite,2007-08-29,Fa,28,5,128,25,,,,1,1,,,,18.7
Lower Granite,2007-08-30,Fa,38,8,111,22,,,,1,,,,,18.9
Lower Granite,2007-08-31,Fa,80,17,170,30,,,,5,-1,,,,18.7
Lower Granite,2007-09-01,Fa,18,6,182,44,,,,,,,,,18.7
Lower Granite,2007-09-02,Fa,133,10,148,38,,,,,,,,,18.8
Lower Granite,2007-09-03,Fa,52,20,98,31,,,,,,,,,18.9
Lower Granite,2007-09-04,Fa,37,28,96,24,,,,,-1,,,,18.9
Lower Granite,2007-09-05,Fa,158,32,249,65,,,,,,,,,18.7
Lower Granite,2007-09-06,Fa,124,31,474,113,,,,,-1,,,,19.2
Lower Granite,2007-09-07,Fa,175,42,677,168,,,,,,,,,19.3
Lower Granite,2007-09-08,Fa,337,74,638,154,,,,,,,,,19.2
Lower Granite,2007-09-09,Fa,235,76,563,149,,,,,1,,,,19.6
Lower Granite,2007-09-10,Fa,244,103,436,100,,,,,1,,,,19.7
Lower Granite,2007-09-11,Fa,320,121,771,197,,,,,,,,,20
Lower Granite,2007-09-12,Fa,229,96,650,142,,,,,,,,,19.8
Lower Granite,2007-09-13,Fa,142,76,712,148,,,,,,,,,19.2
Lower Granite,2007-09-14,Fa,188,120,856,191,,,,,,,,,19
Lower Granite,2007-09-15,Fa,275,209,982,208,,,,,,,,,18.7
Lower Granite,2007-09-16,Fa,269,133,708,138,,-1,,,,,,,18.6
Lower Granite,2007-09-17,Fa,518,391,2606,574,,5,,,,,,,18.6
Lower Granite,2007-09-18,Fa,607,422,2524,556,,5,2,,,,,,18.8
Lower Granite,2007-09-19,Fa,196,209,1963,402,,2,2,,,,,,18.9
Lower Granite,2007-09-20,Fa,247,305,2187,457,,7,4,,1,,,,18.8
Lower Granite,2007-09-21,Fa,414,455,3770,788,,22,1,,,,,,18.7
Lower Granite,2007-09-22,Fa,350,408,4742,961,,35,2,,,,,,18.7
Lower Granite,2007-09-23,Fa,352,401,6161,1338,,34,2,,1,,,,18.5
Lower Granite,2007-09-24,Fa,205,320,3490,767,,25,8,,,,,,18.3
Lower Granite,2007-09-25,Fa,132,179,2560,520,,34,6,,,,,,18.2
Lower Granite,2007-09-26,Fa,193,287,3472,672,,32,,,1,,,,18.1
Lower Granite,2007-09-27,Fa,139,197,2965,594,,40,5,,1,,,,
Lower Granite,2007-09-28,Fa,274,313,4354,875,,59,13,,1,,,,
Lower Granite,2007-09-29,Fa,258,300,6239,1265,,104,17,,,,,,
Lower Granite,2007-09-30,Fa,230,305,3710,752,,72,5,,,,,,
Lower Granite,2007-10-01,Fa,194,180,2840,562,,88,24,,,,,,
Lower Granite,2007-10-02,Fa,287,536,4519,913,,47,2,,,,,,
Lower Granite,2007-10-03,Fa,181,392,5558,1108,,71,10,,,,,,
Lower Granite,2007-10-04,Fa,140,361,4251,869,,77,13,,,,,,
Lower Granite,2007-10-05,Fa,187,379,4295,844,,108,8,,,,,,
Lower Granite,2007-10-06,Fa,212,229,5941,1223,-1,113,22,,-1,,,,
Lower Granite,2007-10-07,Fa,77,121,3018,642,,46,8,,,,,,
Lower Granite,2007-10-08,Fa,131,116,3233,664,,90,14,,,,,,
Lower Granite,2007-10-09,Fa,114,179,2883,646,,68,7,,1,,,,
Lower Granite,2007-10-10,Fa,91,169,3206,648,,79,8,,,,,,
Lower Granite,2007-10-11,Fa,122,166,3963,769,,145,13,,-1,,,,
Lower Granite,2007-10-12,Fa,64,114,1714,372,,72,6,,,,,,
Lower Granite,2007-10-13,Fa,47,109,2862,617,,107,1,,,,,,
Lower Granite,2007-10-14,Fa,83,96,3332,697,,138,2,,,,,,
Lower Granite,2007-10-15,Fa,29,71,1795,361,,139,5,,,,,,
Lower Granite,2007-10-16,Fa,56,74,2839,509,,112,5,,,,,,
Lower Granite,2007-10-17,Fa,20,47,1629,292,,70,4,,,,,,
Lower Granite,2007-10-18,Fa,34,43,1455,251,,55,2,,,,,,
Lower Granite,2007-10-19,Fa,16,16,434,68,,29,,,,,,,
Lower Granite,2007-10-20,Fa,44,101,1626,354,,49,8,,,,,,
Lower Granite,2007-10-21,Fa,72,88,1707,403,,50,5,,,,,,
Lower Granite,2007-10-22,Fa,56,49,1188,268,,32,12,,,,,,
Lower Granite,2007-10-23,Fa,25,64,1055,217,,20,,,,,,,
Lower Granite,2007-10-24,Fa,19,44,1050,282,,22,1,,,,,,
Lower Granite,2007-10-25,Fa,55,53,1064,266,,20,1,,,,,,
Lower Granite,2007-10-26,Fa,18,41,844,167,,13,2,,,,,,
Lower Granite,2007-10-27,Fa,19,25,490,120,,14,,,,,,,
Lower Granite,2007-10-28,Fa,10,17,500,88,,10,,,,,,,
Lower Granite,2007-10-29,Fa,11,26,660,161,,35,1,,,,,,
Lower Granite,2007-10-30,Fa,30,24,784,176,,32,4,,,,,,
Lower Granite,2007-10-31,Fa,28,26,800,163,,32,2,,,,,,
Lower Granite,2007-11-01,Fa,8,16,875,160,,14,5,,,,,,
Lower Granite,2007-11-02,Fa,20,5,884,164,,13,1,,,,,,
Lower Granite,2007-11-03,Fa,15,7,609,103,,4,,,,,,,
Lower Granite,2007-11-04,Fa,27,12,957,136,,10,1,,,,,,
Lower Granite,2007-11-05,Fa,5,2,282,56,,3,,,,,,,
Lower Granite,2007-11-06,Fa,4,2,204,41,,5,,,,,,,
Lower Granite,2007-11-07,Fa,11,3,270,67,,5,,,,,,,
Lower Granite,2007-11-08,Fa,8,3,301,49,,3,,,,,,,
Lower Granite,2007-11-09,Fa,8,5,306,51,,3,,,,,,,
Lower Granite,2007-11-10,Fa,4,5,358,72,,,,,,,,,
Lower Granite,2007-11-11,Fa,5,4,276,60,,2,1,,,,,,
Lower Granite,2007-11-12,Fa,2,,239,50,,2,,,,,,,
Lower Granite,2007-11-13,Fa,3,,141,25,,,1,,,,,,
Lower Granite,2007-11-14,Fa,,2,103,24,,1,,,,,,,
Lower Granite,2007-11-15,Fa,7,1,189,39,,2,,,,,,,
Lower Granite,2007-11-16,Fa,2,1,196,55,,1,,,,,,,
Lower Granite,2007-11-17,Fa,2,1,262,64,,,,,,,,,
Lower Granite,2007-11-18,Fa,2,1,252,62,,1,,,,,,,
Lower Granite,2007-11-19,Fa,1,1,132,37,,,,,,,,,
Lower Granite,2007-11-20,Fa,,,98,27,,,,,,,,,
Lower Granite,2007-11-21,Fa,1,,141,32,,,,,,,,,
Lower Granite,2007-11-22,Fa,4,,127,39,,3,,,,,,,
Lower Granite,2007-11-23,Fa,2,,170,41,,,,,,,,,
Lower Granite,2007-11-24,Fa,3,1,156,30,,,,,,,,,
Lower Granite,2007-11-25,Fa,-1,,133,23,,2,,,,,,,
Lower Granite,2007-11-26,Fa,,,82,11,,,,,,,,,
Lower Granite,2007-11-27,Fa,,1,108,31,,,,,,,,,
Lower Granite,2007-11-28,Fa,,,119,26,,,,,,,,,
Lower Granite,2007-11-29,Fa,,,191,45,,,,,,,,,
Lower Granite,2007-11-30,Fa,1,,108,24,,,,,,,,,
Lower Granite,2007-12-01,Fa,-1,,151,30,,,,,,,,,
Lower Granite,2007-12-02,Fa,2,,143,26,,,,,,,,,
Lower Granite,2007-12-03,Fa,2,2,103,25,,,,,,,,,
Lower Granite,2007-12-04,Fa,,-2,232,61,,,,,,,,,
Lower Granite,2007-12-05,Fa,,,101,18,,,,,,,,,
Lower Granite,2007-12-06,Fa,,,110,27,,,,,,,,,
Lower Granite,2007-12-07,Fa,,,155,31,,,,,,,,,
Lower Granite,2007-12-08,Fa,,,305,76,,,,,,,,,
Lower Granite,2007-12-09,Fa,,,179,38,,,,,,,,,
Lower Granite,2007-12-10,Fa,,,117,34,,,,,,,,,
Lower Granite,2007-12-11,Fa,,,107,19,,,,,,,,,
Lower Granite,2007-12-12,Fa,,-1,116,23,,,,,,,,,
Lower Granite,2007-12-13,Fa,,,204,55,,,,,,,,,
Lower Granite,2007-12-14,Fa,,,109,24,,,,,,,,,
Lower Granite,2007-12-15,Fa,,,146,43,,,,,,,,,
Lower Granite,2007-12-16,,,,131,35,,,,,,,,,
Lower Granite,2007-12-17,,,,49,8,,,,,,,,,
Lower Granite,2007-12-18,,,,31,8,,,,,,,,,
Lower Granite,2007-12-19,,,,64,16,,,,,,,,,
Lower Granite,2007-12-20,,,,50,12,,,,,,,,,
Lower Granite,2007-12-21,,,,66,14,,,,,,,,,
Lower Granite,2007-12-22,,,,40,10,,,,,,,,,
Lower Granite,2007-12-23,,,,54,7,,,,,,,,,
Lower Granite,2007-12-24,,,,109,23,,,,,,,,,
Lower Granite,2007-12-25,,,,66,11,,,,,,,,,
Lower Granite,2007-12-26,,,,42,6,,,,,,,,,
Lower Granite,2007-12-27,,,,38,8,,,,,,,,,
Lower Granite,2007-12-28,,,,46,8,,,,,,,,,
Lower Granite,2007-12-29,,,,63,8,,,,,,,,,
Lower Granite,2007-12-30,,,,29,6,,,,,,,,,
Lower Granite,2007-12-31,,,,25,5,,,,,,,,,
Notes:
Columbia River DART
2007 Adult Passage Daily Counts at Lower Granite
2007-01-01 to 2007-12-31
Generated 24 Aug 2026 09:12:27 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
