Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,LmpryNight,LmpryCombined,BTrout,Chum,Pink,TempC
Lower Granite,2020-03-01,,,,74,22,,,,,,,,,,,
Lower Granite,2020-03-02,,,,66,26,,,,,,,,,,,
Lower Granite,2020-03-03,,,,60,19,,,,,,,,,,,
Lower Granite,2020-03-04,,,,99,36,,,,,,,,,,,
Lower Granite,2020-03-05,,,,57,21,,,,,,,,,,,
Lower Granite,2020-03-06,,,,49,20,,,,,,,,,,,
Lower Granite,2020-03-07,,,,46,14,,,,,,,,,,,
Lower Granite,2020-03-08,,,,84,37,,,,,,,,,,,
Lower Granite,2020-03-09,,1,,22,13,,,,,,,,,,,
Lower Granite,2020-03-10,,,,29,12,,,,,,,,,,,
Lower Granite,2020-03-11,,,,57,24,,,,,,,,,,,
Lower Granite,2020-03-12,,,,44,15,,,,,,,,,,,
Lower Granite,2020-03-13,,,,43,15,,,,,,,,,,,
Lower Granite,2020-03-14,,,,64,28,,,,,,,,,,,
Lower Granite,2020-03-15,,,,48,23,,,,,,,,,,,
Lower Granite,2020-03-16,,,,27,9,,,,,,,,,,,
Lower Granite,2020-03-17,Sp,,,26,13,,,,,,,,,,,
Lower Granite,2020-03-18,Sp,,,44,16,,,,,,,,,,,
Lower Granite,2020-03-19,Sp,,,54,33,,,,,,,,,,,
Lower Granite,2020-03-20,Sp,,,36,17,,,,,,,,,,,
Lower Granite,2020-03-21,Sp,,,32,14,,,,,,,,,,,
Lower Granite,2020-03-22,Sp,,,72,39,,,,,,,,,,,
Lower Granite,2020-03-23,Sp,,,51,23,,,,,,,,,,,
Lower Granite,2020-03-24,Sp,,,6,22,,,,,,,,,,,
Lower Granite,2020-03-25,Sp,,,52,38,,,,,,,,,,,7.6
Lower Granite,2020-03-26,Sp,1,,31,24,,,,,,,,,,,7.8
Lower Granite,2020-03-27,Sp,,,61,29,,,,,,,,,,,7.9
Lower Granite,2020-03-28,Sp,,,57,26,,,,,,,,,,,7.9
Lower Granite,2020-03-29,Sp,,,19,15,,,,,,,,,,,7.8
Lower Granite,2020-03-30,Sp,,,29,14,,,,,,,,,,,7.7
Lower Granite,2020-03-31,Sp,,,31,20,,,,,,,,,,,7.4
Lower Granite,2020-04-01,Sp,,,27,21,,,,,,,,,,,7.4
Lower Granite,2020-04-02,Sp,,,16,10,,,,,,,,,,,7.7
Lower Granite,2020-04-03,Sp,,,26,15,,,,,,,,,,,8
Lower Granite,2020-04-04,Sp,,,20,8,,,,,,,,,,,8
Lower Granite,2020-04-05,Sp,,,35,17,,,,,,,,,,,7.9
Lower Granite,2020-04-06,Sp,,,30,18,,,,,,,,,,,7.7
Lower Granite,2020-04-07,Sp,,,31,21,,,,,,,,,,,7.7
Lower Granite,2020-04-08,Sp,,,23,11,,,,,,,,,,,8.2
Lower Granite,2020-04-09,Sp,,,31,22,,,,,,,,,,,9
Lower Granite,2020-04-10,Sp,,,27,16,,,,,,,,,,,9.6
Lower Granite,2020-04-11,Sp,,,36,22,,,,,,,,,,,9.6
Lower Granite,2020-04-12,Sp,,,27,16,,,,,,,,,,,9.9
Lower Granite,2020-04-13,Sp,1,,23,14,,,,,,,,,,,10.1
Lower Granite,2020-04-14,Sp,1,,22,17,,,,,,,,,,,10.2
Lower Granite,2020-04-15,Sp,,,33,19,,,,,,,,,,,9.8
Lower Granite,2020-04-16,Sp,,,20,13,,,,,,,,,,,9.2
Lower Granite,2020-04-17,Sp,1,,16,6,,,,,,,,,,,8.9
Lower Granite,2020-04-18,Sp,,,15,8,,,,,,,,,,,8.7
Lower Granite,2020-04-19,Sp,1,,15,11,,,,,,,,,,,8.7
Lower Granite,2020-04-20,Sp,2,,11,7,,,,,,,,,,,9.2
Lower Granite,2020-04-21,Sp,4,,6,4,,,,,,,,,,,9.7
Lower Granite,2020-04-22,Sp,10,,18,17,,,,,,,,,,,10.1
Lower Granite,2020-04-23,Sp,4,,11,9,,,,,,,,,,,10.6
Lower Granite,2020-04-24,Sp,6,,8,6,,,,,,,,,,,11.3
Lower Granite,2020-04-25,Sp,21,1,9,6,,,,,,,,,,,11
Lower Granite,2020-04-26,Sp,20,,9,7,,,,,,,,,,,10.5
Lower Granite,2020-04-27,Sp,38,,9,9,,,,,,,,,,,10.2
Lower Granite,2020-04-28,Sp,56,,25,19,,,,,,,,,,,10.3
Lower Granite,2020-04-29,Sp,27,4,19,12,,,,,,,,,,,10.9
Lower Granite,2020-04-30,Sp,46,3,12,10,,,,,,,,,,,11
Lower Granite,2020-05-01,Sp,72,2,19,17,,,,,,,,,,,11
Lower Granite,2020-05-02,Sp,53,3,13,12,,,,,,,,,,,10.5
Lower Granite,2020-05-03,Sp,64,3,6,4,,,,,,,,,,,9.9
Lower Granite,2020-05-04,Sp,74,,7,6,,,,,,,,,,,10
Lower Granite,2020-05-05,Sp,157,4,8,6,,,,,,,,,,,10.2
Lower Granite,2020-05-06,Sp,122,3,6,3,,,,,,,,,,,10.3
Lower Granite,2020-05-07,Sp,130,8,,,,,,,,,,,,,10.3
Lower Granite,2020-05-08,Sp,269,12,4,4,,,,,,,,,,,10.5
Lower Granite,2020-05-09,Sp,202,7,1,1,,,,,,,,,,,10.5
Lower Granite,2020-05-10,Sp,603,24,1,1,,,,,,,,,,,10.9
Lower Granite,2020-05-11,Sp,816,41,5,4,,,,,,,,,,,11.3
Lower Granite,2020-05-12,Sp,789,21,2,2,,,,,,,,,,,11.8
Lower Granite,2020-05-13,Sp,420,17,4,2,,,,,,,,,,,12
Lower Granite,2020-05-14,Sp,929,53,,,,,,,,,,,,,11.4
Lower Granite,2020-05-15,Sp,847,41,2,2,,,,,,,,,,,10.5
Lower Granite,2020-05-16,Sp,614,22,3,2,,,,,,,,,,,10.2
Lower Granite,2020-05-17,Sp,931,63,,,,,,,,,,,,,10.3
Lower Granite,2020-05-18,Sp,531,27,1,1,,,,,,,,,,,10.4
Lower Granite,2020-05-19,Sp,605,54,1,1,,,,,,,,,,,10.7
Lower Granite,2020-05-20,Sp,549,61,2,2,,,,,,,,,,,10.8
Lower Granite,2020-05-21,Sp,443,69,,,,,,,,,,,,,10.1
Lower Granite,2020-05-22,Sp,710,176,,,,,,,,,,,,,10
Lower Granite,2020-05-23,Sp,561,57,,,,,,,,,,,,,10
Lower Granite,2020-05-24,Sp,410,65,,,,,,,,,,,,,10.1
Lower Granite,2020-05-25,Sp,709,71,,,,,,,,,,,,,10.4
Lower Granite,2020-05-26,Sp,483,71,1,1,,,,,,,,,,,10.5
Lower Granite,2020-05-27,Sp,362,47,,,,,,,,,,,,,11.2
Lower Granite,2020-05-28,Sp,507,63,1,1,,,,,,,,,,,12
Lower Granite,2020-05-29,Sp,451,65,,,,,,2,,,,,,,13
Lower Granite,2020-05-30,Sp,526,68,1,1,,,,7,,,,,,,13.5
Lower Granite,2020-05-31,Sp,281,30,1,1,,,,,,,,,,,13.7
Lower Granite,2020-06-01,Sp,147,31,1,,,,,1,,,,,,,13.6
Lower Granite,2020-06-02,Sp,172,40,,,,,,,,,,,,,13.1
Lower Granite,2020-06-03,Sp,766,153,,,,,,,,,,,,,12.7
Lower Granite,2020-06-04,Sp,994,118,1,,,,,,,,,,,,13
Lower Granite,2020-06-05,Sp,1016,124,1,,,,,1,,,,,,,13.6
Lower Granite,2020-06-06,Sp,665,100,,,,,,3,,,,,,,14
Lower Granite,2020-06-07,Sp,521,74,,,,,,4,,,,,,,14.2
Lower Granite,2020-06-08,Sp,446,78,,,,,,2,,,,,,,13.9
Lower Granite,2020-06-09,Sp,306,64,,,,,,1,,,,1,,,13.2
Lower Granite,2020-06-10,Sp,342,48,,,,,,1,,,,,,,12.7
Lower Granite,2020-06-11,Sp,805,110,,,,,,,,,,,,,12.3
Lower Granite,2020-06-12,Sp,653,74,1,1,,,,2,,,,,,,12.6
Lower Granite,2020-06-13,Sp,478,64,,,,,,1,,,,,,,13.8
Lower Granite,2020-06-14,Sp,345,77,,,,,,,,,,,,,14.7
Lower Granite,2020-06-15,Sp,436,75,,,,,,,,,,,,,14.9
Lower Granite,2020-06-16,Sp,328,67,1,1,,,,,,,,,,,14.2
Lower Granite,2020-06-17,Sp,500,78,,,,,,,,,,,,,13.7
Lower Granite,2020-06-18,Su,329,64,,,,,,,,,,,,,13.2
Lower Granite,2020-06-19,Su,407,53,1,1,,,,,,,,,,,13.2
Lower Granite,2020-06-20,Su,402,69,,,,,,,,,,,,,13.5
Lower Granite,2020-06-21,Su,245,78,1,1,,,,1,,,,,,,13.9
Lower Granite,2020-06-22,Su,299,75,,,,,,2,,,,,,,14.2
Lower Granite,2020-06-23,Su,377,55,2,1,,,,3,,,,,,,14.9
Lower Granite,2020-06-24,Su,314,71,3,2,2,,,3,,,,,,,15.6
Lower Granite,2020-06-25,Su,355,88,5,2,,,,1,,,,,,,16.1
Lower Granite,2020-06-26,Su,281,70,2,2,1,,,1,,,,,,,16.9
Lower Granite,2020-06-27,Su,178,61,7,4,1,,,8,,,,,,,17.1
Lower Granite,2020-06-28,Su,178,58,9,7,2,,,2,1,,1,,,,17.5
Lower Granite,2020-06-29,Su,90,44,2,2,,,,104,,,,,,,17.9
Lower Granite,2020-06-30,Su,166,57,8,7,4,,,61,,,,,,,17.7
Lower Granite,2020-07-01,Su,165,77,8,5,3,,,54,,,,,,,16.5
Lower Granite,2020-07-02,Su,267,96,15,12,4,,,19,,,,,,,15.2
Lower Granite,2020-07-03,Su,123,47,12,5,7,,,46,,,,,,,14.4
Lower Granite,2020-07-04,Su,155,65,9,8,15,,,50,,,,,,,14.3
Lower Granite,2020-07-05,Su,156,57,20,13,13,,,171,1,,1,,,,15.1
Lower Granite,2020-07-06,Su,145,54,23,12,18,,,251,,1,1,,,,16
Lower Granite,2020-07-07,Su,159,42,27,22,9,,,111,,,,,,,16.6
Lower Granite,2020-07-08,Su,126,67,28,18,10,,,197,,,,,,,17.4
Lower Granite,2020-07-09,Su,168,43,16,12,13,,,255,,,,,,,18
Lower Granite,2020-07-10,Su,73,52,34,20,13,,,268,,,,,,,18.3
Lower Granite,2020-07-11,Su,87,47,39,35,8,,,396,,,,,,,18.6
Lower Granite,2020-07-12,Su,77,41,34,27,15,,,231,,,,,,,18.2
Lower Granite,2020-07-13,Su,60,35,46,36,13,,,227,,,,,,,18.3
Lower Granite,2020-07-14,Su,68,34,34,26,9,,,210,,-1,-1,,,,18.5
Lower Granite,2020-07-15,Su,72,22,44,31,12,,,217,,,,,,,18.5
Lower Granite,2020-07-16,Su,51,30,38,27,14,,,357,1,,1,,,,18.4
Lower Granite,2020-07-17,Su,33,22,30,18,13,,,347,,-1,-1,,,,18.2
Lower Granite,2020-07-18,Su,50,15,44,24,10,,,99,1,,1,,,,18.4
Lower Granite,2020-07-19,Su,31,16,48,34,8,,,308,,,,,,,18.7
Lower Granite,2020-07-20,Su,43,11,27,20,13,,,732,,,,,,,19
Lower Granite,2020-07-21,Su,38,24,40,32,8,,,447,,,,,,,19
Lower Granite,2020-07-22,Su,37,12,43,23,14,,,413,1,,1,,,,19
Lower Granite,2020-07-23,Su,19,7,51,33,11,,,287,,,,,,,18.9
Lower Granite,2020-07-24,Su,34,13,52,40,4,,,385,,,,,,,18.9
Lower Granite,2020-07-25,Su,40,13,65,48,19,,,306,,1,1,,,,19.3
